News_Data,Labelling
"Catatan: Artikel ini merupakan opini pribadi penulis dan tidak mencerminkan pandangan Redaksi CNBCIndonesia.com  Pekan lalu, saya bersama Prof. Yoo Taek Lee selaku Dekan International Schools dari Univesitas Woosong Korea Selatan melakukan audiensi dengan Pemerintah Provinsi DKI Jakarta. Salah satu hal menarik dalam pertemuan tersebut adalah keseriusan pemprov untuk mewujudkan Jakarta sebagai Kota Global - sebuah visi yang tidak hanya berbicara tentang infrastruktur, tetapi juga tentang manusia",1
"Jakarta, CNBC Indonesia- Bank Ina Perdana disebut Direktur Komersial Banking Bank Ina Perdana, Dewi K. Prodjohartono terus mengembangkan ekosistem digital terkait Financial Supply Chain Management (FSCM) melalui platform pembiayaan berbasis rantai pasok baik untuk supplier maupun distributor sehingga bisa menjangkau nasabah UMKM maupun korporasi. Berkat layanan digital ini, Bank Ina bisa menyalurkan pembiayaan dari petani, pengepul hingga korporasi sehingga skema pembiayaan bisa meningkatkan kin",1
"Jakarta, CNBCÂ Indonesia -Â Ribuan pekerja menjadi korban pemutusan hubungan kerja (PHK) di perusahaan teknologi. Berdasarkan data Layoffs.fyi, sebanyak 218 perusahaan teknologi di AS telah memutus kerja sebanyak 112.732 karyawan sepanjang 2025 dan masih berlanjut. Amazon mengumumkan dalam sebuah pesan kepada karyawannya pada Selasa (28/10/2025), mereka akan mengurangi tenaga kerja korporatnya sekitar 14.000 peran pekerjaan dalam organisasi. Para karyawan yang terdampak ditawarkan waktu untuk menc",0
"Jakarta, CNBC Indonesia - Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) memperingatkan, puncak pertama musim hujan agan segera mulai. Kepala BMKG, Dwikorita Karnawati mengatakan musim hujan di beberapa wilayah RI sudah mulai di bulan September dan Oktober lalu, kemudian ada yang akan baru mulai di bulan November. Dalam beberapa hari terakhir, kata dia, hujan dengan intensif sedang hingga lebat melanda sebagian besar wilayah Jawa bagian Barat dan Tengah, meliputi Banten, DKI Jakarta, Jawa",0
"Jakarta, CNBC Indonesia - Liburan Natal dan Tahun Baru (Nataru) identik dengan pulang kampung atau pergi ke luar kota. Sebelum bepergian, ada baiknya menyiapkan barang-barang yang akan dibawa. Jika ingin membawa barang yang cukup banyak tentu butuh koper untuk memuatnya bukan? Dengan menggunakan koper, barang pun bisa tetap rapi dan terlihat lebih terorganisasi. Oleh sebab itu, untuk liburan yang mumpuni, pastikan menggunakan koper yang tahan banting dengan kapasitas sesuai. Bagi yang belum memi",0
"Jakarta, CNBC Indonesia - Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) mengungkapkan kapan La Nina akan terjadi di Indoensia. Kepala Badan Meteorologi, Klimatologi, dan Geofisika (BMKG), Dwikorita Karnawati memprediksi La Nina lemah akan terjadi hingga tahun depan. ""BMKG juga mendeteksi sejak bulan November hingga diprediksi sampai Desember (2025), Januari, Februari (2026) terdeteksi adanya La Nina lemah dipengaruhi perbedaan suhu di Samudera Pasifik terhadap kepulauan Indonesia,"" kata D",0
"Jakarta, CNBC Indonesia - Menteri Lingkungan Hidup, Hanif Faisol Nurofiq mengeluarkan SK Menteri Lingkungan Hidup Nomor 2567 Tahun 2025 tentang darurat sampah. Salah satunya terkait kriteria suatu daerah masuk dalam kategori kedaruratan sampah. Dalam postingan di akun Instagramnya, dia menjelaskan langkah ini jadi peringatan serius. Sebab masalah sampah telah sangat mengancam baik kesehatan masyarakat dan keberlanjutan lingkungan. ""Tumpukan sampah yang tak terkelola dengan baik bukan hanya soal",0
"Jakarta,CNBC Indonesia - Jamur asal Indonesia bernama Kulat Pelawan kini menarik perhatian restoran di penjuru Indonesia hingga Singapura yang ramai bergelar Michellin Star. Baru dengan soal jamur ini, CNBC Indonesia telah merangkum informasi soal jamur yang dijuluki 'truffle dari Indonesia'. Kulat Pelawan adalah salah satu jamur termahal di dunia yang menyentuh Rp4 juta per kilogram kering. Kulat Pelawan tumbuh liar hanya di pohon pelawan Bangka Belitung Jamur ini bukan jenis yang bisa dengan m",0
"Jakarta, CNBC Indonesia- Otoritas Jasa Keuangan 9OJK) menerbitkan sejumlah aturan sebagai upaya memperkuat ekosistem sekaligus mengembangkan bisnis di industri jasa keuangan termasuk bisnis asuransi, salah satunya POJK terkait perubahan skema skema co-payment menjadi risk sharing 5% untuk klaim asuransi kesehatan President Director Aswata, Christian Wirawan Wanandi menilai aturan POJK terkait skema klaim asuransi ini sangat positif karena dapat membantu mengontrol klaim asuransi sekaligus peneta",0
"Jakarta, CNBC Indonesia - Awal bulan telah tiba, belanja bulanan di akhir pekan menjadi kegiatan menyenangkan dan praktis untuk memenuhi kebutuhan rumah tangga. Terlebih, dengan adanya penawaran spesial atau diskon. Beruntung, saat ini Transmart kembali menggelar Transmart Full Day Sale. Diskon besar-besaran hingga 50%+20% ini hadir pada Minggu, 2 November 2025. Untuk diketahui, promo berlangsung mulai dari toko buka hingga tutup pukul 22.00 di seluruh Transmart di Indonesia. Gebyar diskon ini b",0
"Jakarta, CNBCÂ Indonesia â€” Sekretaris Jenderal PDI Perjuangan (PDIP) Hasto Kristiyanto mengungkapkan bahwa Ketua Umum PDIP sekaligus Presiden ke-5 RI, Megawati Soekarnoputri, sejak awal sempat mempertanyakan urgensi pembangunan Kereta Cepat Jakarta-Bandung atau Whoosh. Hasto menyebut Megawati lebih menekankan pentingnya proyek yang langsung menyentuh kebutuhan rakyat, seperti pendidikan, irigasi, dan penyediaan pupuk bagi petani. ""Ya kalau kita lihat, kemarin kami laporkan kepada Ibu Megawati Soe",0
"Jakarta, CNBC IndonesiaÂ â€”Â Mobil mewah pejabat di Indonesia kerap menjadi sorotan masyarakat. Hal ini mengingatkan pada teladan lama dari Menteri Keuangan era Orde Baru, Mar'ie Muhammad. Sejarah mencatat, sosok yang dijuluki Mr. Clean itu secara sukarela memilih menggunakan mobil pribadi yang sudah tua ketimbang mobil dinas pemerintah. Bahkan, keputusan itu pernah membuatnya tidak bisa masuk Istana Negara karena dikira bukan pejabat. Bagaimana ceritanya? Cerita tersebut terjadi pada 1996. Saat it",-1
"Jakarta, CNBC Indonesia â€”Â Perjalanan Indeks Harga Saham Gabungan (IHSG) pada bulan Oktober 2025 masih mencatatkan penguatan. Kenaikan IHSG pada bulan tersebut memperpanjang penguatan IHSG selama empat bulan beruntun dari Juli hingga Oktober 2025. Sayangnya IHSG bisa berpotensi melemah pada bulan November jika melihatÂ rekam jejak yang mirip pada pergerakan tahun 2017 dan 2021. Pada tahun 2017 dan 2021, IHSG mencatatkan kenaikan yang sama dengan tahun 2025 yakni dari Juli ke Oktober. Namun pada pe",0
"Jakarta, CNBC Indonesia - Bank investasi global Morgan Stanley memperkirakan harga emas bisa mencapai US$4.500 per ounce (sekitar Rp73 juta, kurs Rp16.200 per dolar AS) pada pertengahan 2026. Proyeksi ini didorong oleh meningkatnya permintaan fisik dari bank sentral dan dana investasi berbasis emas (exchange-traded funds/ETF) di tengah ketidakpastian ekonomi global. ""Pergerakan harga emas belakangan ini memang sudah masuk zona overbought berdasarkan indikator Relative Strength Index (RSI), tetap",0
"Jakarta, CNBC Indonesia - Penerbangan maskapai JetBlue Airways mengalami insiden setelah pesawatnya mendadak kehilangan ketinggian sekitar 100 kaki atau 30 meter. Kejadian itu terjadi hanya dalam waktu tujuh detik, yang membuat 15 orang harus dilarikan ke rumah sakit. Menurut laporan CNN International, peristiwa itu memaksa pilot melakukan pendaratan darurat di Bandara Internasional Tampa, Florida, Amerika Serikat.   Penerbangan dengan nomor 1230 itu sedang beranjak dari Cancun Meksiko menuju ke",-1
"Mantan Presiden Amerika Serikat (AS), Barack Obama melontarkan kritik tajam terhadap pemerintahan Presiden Donald Trump. Obama mengatakan negaranya sedang berada di masa yang suram dan dalam situasi yang sulit. Hal itu disampaikan Obama saat mengkampanyekan kandidat Partai Demokrat di dua negara bagian seperti dikutip dari Reuters, Minggu (2/11/2025). Dia menyerukan kepada semua pemilih untuk menolak apa yang dia sebut sebagai ketiadaan hukum dan tindakan sembrono dari pemerintahan Trump. ""Terus",0
"Kementerian Pendidikan Dasar dan Menengah (Kemendikdasmen) akan menyelenggarakan Tes Kemampuan Akademik (TKA) pada 3-9 November 2025 untuk jenjang SMA/SMK. Saat ini tercatat 3,5 juta siswa telah mendaftar setelah pendaftaran ditutup pada Minggu, 5 Oktober 2025. Salah satu fungsi utama TKA, menurut Toni Toharudin, Kepala Badan Standar, Kurikulum, dan Asesmen Pendidikan (BSKAP), adalah sebagai alat validasi nilai rapor dalam penerimaan mahasiswa baru jalur prestasi. Selain itu, hasil TKA juga digu",0
"Presiden Indonesia, Prabowo Subianto, dan Presiden Korea Selatan, Lee Jae Myung, sepakat memperkuat kerja sama kedua negara di berbagai bidang, termasuk ekonomi, pertahanan, dan kebudayaan. Kesepakatan itu tercapai dalam pertemuan bilateral di Gyeongju, Sabtu (1/11/2025).",1
"Korlantas Polri akan menggencarkan operasi patroli dalam mencegah kegiatan balap liar di wilayah Indonesia. Korlantas Polri Irjen Agus Suryonugroho menekankan penyitaan kendaraan peserta balap liar merupakan langkah hukum terakhir dari petugas. ""Dalam situasi tertentu, penyitaan kendaraan dapat dilakukan sebagai langkah terakhir apabila kendaraan digunakan untuk kegiatan berisiko tinggi atau tidak memenuhi spesifikasi teknis,"" kata Irjen Agus kepada wartawan, Minggu (2/11/2025). Irjen Agus mengi",0
"Kakorlantas Polri Irjen Agus Suryonugroho mengeluarkan arahan terbaru dalam menghadapi fenomena balap liar di sejumlah daerah di Indonesia. Irjen Agus meminta polisi lalu lintas (polantas) meningkatkan patrol di jam-jam rawan. ""Seluruh jajaran lalu lintas di tingkat Polda hingga Polres untuk meningkatkan kehadiran personel pada jam-jam rawan malam hingga dini hari,"" kata Irjen Agus kepada wartawan, Minggu (2/11/2025). Dia menginstruksikan seluruh jajaran untuk menggelar Patroli Presisi Berperisa",0
"Ketua Umum Partai Rakyat Adil Makmur (PRIMA) sekaligus Wakil Menteri Sosial (Wamensos), Agus Jabo Priyono menyampaikan bahwa pihaknya mendukung penuh gagasan anti-Serakahnomics Presiden Prabowo. Menurut Agus, 'Serakahnomics' adalah satu kaum yang hanya memburu keuntungan secara eksploitatif. Diketahui, gagasan tentang bahaya 'Serakahnomics' atau ekonomi yang serakah penghambat utama pertumbuhan dan merusak keadilan ini dibawa Prabowo di hadapan para pemimpin negara saat menghadiri KTT APEC di Gy",0
"Ketua RW 06 Jati Padang, Jakarta Selatan, tak masalah jika Tanggul Baswedan berganti nama menjadi Tanggul Pramono. Hal itu disampaikan seusai Tanggul Baswedan jebol berakibat banjir hingga 3 hari berturut-turut. Namun, restu penggantian nama tersebut tak serta merta diberikan. Warga meminta Gubernur Jakarta Pramono Anung harus membangun ulang tanggul dan membenahi wilayah ini agar tak banjir lagi.",0
"Israel melakukan serangan di Lebanon selatan yang menewaskan empat orang. Meningkatnya serangan Israel itu kini menimbulkan kekhawatiran atas gencatan senjata yang telah berlangsung hampir setahun dengan Hizbullah. ""Serangan udara Israel di distrik Nabatiyeh menewaskan empat orang dan melukai tiga orang dalam jumlah korban awal,"" kata Kementerian Kesehatan Lebanon, Dilansir AFP, Minggu (2/11/2025), Meskipun telah ada gencatan senjata pada November 2024 dengan kelompok militan Lebanon tersebut, I",-1
"Raja Keraton Solo Pakubuwono XIII meninggal dunia hari ini. Raja Keraton Surakarta Sri Susuhunan Pakubuwono XIII disebut sempat menjalani perawatan di rumah sakit sejak September 2025. Kabar duka wafatnya Pakubuwono XIII dikonfirmasi oleh kuasa hukumnya, KPAA Ferry Firman Nurwahyu Pradotodiningrat. Ia menyebut Raja Keraton Solo meninggal pagi ini. ""Saya pagi ini mendapat kepastian kabar dari keraton bahwa Sinuhun (PB XIII) pagi ini wafat,"" kata Ferry Firman, Minggu (2/11/2025).  SCROLL TO CONTI",0
"Suasana car free day (CFD) di kawasan Bundaran HI, Jakarta Pusat, meriah pagi ini. Warga tampak berjoget dan bernyanyi bersama di sekitar Pos Polisi Thamrin. Pantauan detikcom di lokasi, live music itu digelar oleh Institut Musik Jalanan (IMJ) bekerja sama dengan Polda Metro Jaya. Pertunjukan tersebut menampilkan Orkes Melayu Gerobak Dorong, grup musik binaan IMJ yang membawakan lagu-lagu dangdut dan lagu populer saat ini. Musik dengan tempo cepat yang dimainkan menarik perhatian pengunjung CFD",1
"Ketua Umum PDIP Megawati Soekarnoputri menepis isu bahwa dirinya berselisih dengan Presiden Prabowo Subianto. Megawati menegaskan kedekatannya dengan Prabowo. Hal itu disampaikan Megawati saat menghadiri seminar internasional memperingati 70 tahun Konferensi Asia Afrika (KAA) bertema â€œBung Karno in a Global History: Commemorative Seminar of the 70th Anniversary of the 1955 Bandung Asian-African Conferenceâ€ di Blitar, Jawa Timur.",0
"INTERMESO Pasar Barito, pasar hewan legendaris Jakarta, resmi tinggal kenangan setelah lahannya dialihfungsikan menjadi taman kota Petugas menggunakan ekskavator saat membongkar kios di Pasar Barito, Jakarta. Foto:Â Sulthony Hasanuddin/Antara Tumpukan puing bercampur debu menutupi jalur trotoar yang dulu ramai oleh pedagang burung, pakan hewan, dan tanaman hias. Di antara reruntuhan itu, sebuah papan nama masih tergantung miring, bertuliskan samar â€˜Pasar Baritoâ€™. Penggusuran datang seperti badai.",0
"Kementerian Sosial (Kemensos) menggelar November Run sebagai bagian dari peringatan Hari Pahlawan di Taman Mini Indonesia Indah (TMII), Jakarta Timur. Kegiatan dihadiri langsung Menteri Sosial (Mensos) Syaifullah Yusuf atau Gus Ipul, Sekretaris Kabinet Teddy Indra Wijaya dan Wakil Mensos Agus Jabo Priyono. ""Hari ini kita berlari bukan untuk menang, tetapi untuk mengenang. Kita berlari bukan sekedar menggerakkan tubuh, tetapi untuk menghidupkan kembali jiwa perjuangan para pahlawan bangsa. Di bul",0
"Sentral Organisasi Karyawan Swadiri Indonesia (SOKSI) menggelar bakti sosial berupa pembagian ribuan paket sembako untuk para tukang ojek di Jakarta. Bakti sosial ini digelar untuk mendekatkan Partai Golkar dengan rakyat. ""Ini dalam rangka selalu mendekatkan hati masyarakat dengan Golkar,"" kata Ketua Umum Dewan Pimpinan Nasional (Depinas) SOKSI Mukhamad Misbakhun kepada wartawan lewat pesannya, Minggu (2/11/2025).   SCROLL TO CONTINUE WITH CONTENT  Ketua Komisi XI DPR itu menjelaskan, SOKSI me",0
"Car free day (CFD)di Jalan Margonda Raya, Depok, pagi ini ramai dipadati warga. Sebagian warga datang ke CFD untuk menjajal berbagai jenis jajanan. Pantauan detikcom di lokasi, Minggu (2/11/2025) pukul 08.00 WIB, keramaian dimulai dari simpang lampu merah Juanda. Dari sini, sepanjang trotoar Jalan Margonda Raya dipadati pedagang. Banyak juga warga yang memadati beberapa stan senam. Riuh CFD Depok didominasi suara pedagang jualan, senam, hingga promosi dagangan lainnya.  SCROLL TO CONTINUE WITH",0
"20Detik merangkum tiga berita terpopuler minggu ini. Pertama, Komisi Pemberantasan Korupsi (KPK) tengah menyelidiki dugaan kasus korupsi dalam proyek kereta cepat Jakartaâ€“Bandung atau Whoosh. Dari Jakarta, Gubernur DKI Pramono Anung memberikan ultimatum kepada PT Adhi Karya Tbk agar segera membongkar tiang monorel yang mangkrak. Jika perusahaan tak mampu melakukannya, Pemprov DKI akan mengambil alih pembongkaran mulai Januari mendatang. Sementara itu, kabar baik datang dari Komisi VIII DPR RI ya",0
"PT Pupuk Kalimantan Timur (Pupuk Kaltim) meraih predikat tertinggi Platinum Indonesia Responsible Care Award (IRCA) 2025 pada ajang 18th Asia Pacific Responsible Care Conference (APRCC). Penghargaan ini diraih berkat konsistensi perusahaan dalam menerapkan prinsip Responsible Care di setiap aktivitas bisnisnya. Direktur Operasi Pupuk Kaltim F Purwanto mengungkapkan pihaknya menjadi satu-satunya perusahaan di Indonesia yang berhasil meraih peringkat Platinum IRCA 2025. ""Penghargaan ini menjadi bu",1
"BMKG memprediksi Jakarta akan diguyur hujan lebat hingga 10 November mendatang. Pemerintah Provinsi (Pemprov) Jakarta menyiapkan sejumlah langkah untuk mengantisipasi bencana banjir. ""DKI Jakarta di bawah kepemimpinan Gubernur Pramono Anung telah menyiapkan serangkaian langkah antisipatif terintegrasi untuk mengurangi risiko banjir, terutama mengingat kejadian genangan dan banjir di beberapa titik seperti Kemang, Cipete, dan Cilandak beberapa hari terakhir akibat hujan deras yang melebihi 150 mi",1
"Istilah ekonomi yang serakah atau 'serakahnomics' kembali digaungkan Presiden RI Prabowo Subianto. Kali ini, di forum APEC (APEC Economic Leaders' Meeting/AELM) di Gyeongju, Korea Selatan, Prabowo mewanti-wanti ekonomi yang serakah menjadi penghambat utama pertumbuhan ekonomi. Prabowo menyampaikan hal itu dalam pidatonya pada Pertemuan Para Pemimpin Ekonomi APEC di Gyeongju, Korea Selatan, Jumat (31/10) waktu setempat. Dalam forum yang dihadiri para kepala negara dan pemerintahan dari 21 ekonomi",0
"Wakil Ketua MPR RI Lestari Moerdijat (Rerie) mendorong pemberdayaan perempuan lewat peningkatan keterampilan di sektor pertanian sebagai langkah strategis untuk mewujudkan ketahanan pangan berkelanjutan. ""Masalah yang kita hadapi ke depan adalah ketahanan pangan. Bagaimana kita dapat beraktivitas agar mampu memenuhi kebutuhan pangan mulai lingkup terkecil seperti keluarga, merupakan langkah yang penting,"" kata Rerie dalam keterangannya, Minggu (2/11/2025). Hal tersebut disampaikannya secara dari",1
"Fraksi Gerindra DPR akan mengaktifkan lagi Rahayu Saraswati Djojohadikusumo sebagai anggota DPR. Sara--sapaan Rahayu--akan aktif lagi setelah partai menerima salinan putusan dari Mahkamah Kehormatan Dewan (MKD) DPR RI. ""Secepatnya setelah fraksi menerima salinan putusan MKD agar tidak terjadi kekosongan 1 Anggota fraksi Gerindra di Komisi VII,"" kata Sekretaris Fraksi Gerindra DPR Bambang Haryadi saat dihubungi, Minggu (2/11/2025). Pimpinan Komisi XII DPR itu mengatakan partai juga berkomunikasi",0
"Batik di sejumlah kota seperti Solo, Yogyakarta, Cirebon, dan Pekalongan sudah menjadi hal yang                lumrah. Daerah-daerah itu memang dikenal sebagai pusat industri batik di tanah air. Namun kini,                hampir di setiap daerah di Indonesia dari Sabang hingga Merauke, muncul semangat untuk menonjolkan                batik khas daerahnya masing-masing â€” termasuk Kota Depok di Jawa Barat.                             Depok mungkin lebih dikenal sebagai kota penyang",0
"Sebidang lahan di kawasan Hutan Produksi (HP), Kecamatan Balai Jaya, Kabupaten Rokan Hilir (Rohil), Provinsi Riau, terbakar gara-gara puntung rokok. Pemilik lahan, MT alias Rio (53) diamankan dan ditetapkan sebagai tersangka. Kapolres Rohil AKBP Isa Imam Syahroni menyampaikan penindakan ini merupakan komitmen Polres Rohil dalam penegakan hukum terhadap para pelaku perusakan hutan dan lahan. ""Penindakan ini membuktikan bahwa kami serius menindak kejahatan lingkungan. Meskipun penyebabnya dari pun",0
"Artis Onadio Leonardo atau yang akrab disapa Onad ditangkap terkait kasus narkoba. Ia ditangkap bersama istrinya, Beby Prisillia. Mereka ditangkap di rumahnya di kawasan Rempoa, Tangerang Selatan, pada Kamis (30/10) malam. ""Benar, (istri Onad) ikut diamankan juga,"" kata Kabid Humas Polda Metro Jaya Brigjen Ade Ary Syam Indradi membenarkan Onad ditangkap bareng istri, kepada wartawan, Jumat (31/10).  SCROLL TO CONTINUE WITH CONTENT   Artis Onadio Leonardo atau Onad menjalani tes urine narkoba s",0
"Satuan Tugas (Satgas) Penanganan Cesium-137 masih terus melakukan dekontaminasi di kawasan Industri Modern Cikande, Kabupaten Serang, Banten yang terpapar radiasi. Proses dekontaminasi ditargetkan rampung pada pekan depan. ""Proses dekontaminasi 13 lapak masih berlangsung secara intensif, kira-kira sudah 80 persen rampung. Diharapkan minggu depan seluruhnya bisa selesai,"" kata Ketua Bidang Diplomasi dan Komunikasi Satgas Penanganan Bahaya Radiasi Radionuklida Cs-137, Bara Krishna Hasibuan, saat d",0
"Kecelakaan terjadi di Tanjakan Cae, Kecamatan Wado, Kabupaten Sumedang, Jawa Barat, pada Senin (1/11) malam. Dilaporkan 19 orang menjadi korban dari insiden tersebut, 3 di antaranya meninggal dunia. Saat ini para korban telah dibawa ke RSUD Umar Wirahadikusumah Sumedang. Mayoritas korban mengalami luka parah.",-1
"Tanggul Baswedan di Jati Padang, Pasar Minggu, Jakarta Selatan, jebol hingga menyebabkan air meluap atau banjir ke rumah warga. Petugas Dinas Sumber Daya Air (SDA) sudah berupaya menambal tanggul tersebut dengan karung pasir, tapi air tetap menerobos. Berdasarkan catatan detikcom, Minggu (2/11/2025), tanggul Baswedan jebol pada Kamis (30/10) malam. Tanggul itu tak kuasa menahan luapan air di Kali PHB.   SCROLL TO CONTINUE WITH CONTENT  Imbasnya, Kelurahan Jati Padang pun terendam luapan air. D",-1
"Polisi masih memeriksa artis Onadio LeonardoOnadio Leonardo atau yang akrab disapa Onad setelah ditangkap terkait kasus otomotif narkotika. Onad mengaku menyesal terlibat kasus narkoba.Onad setelah ditangkap terkait kasus penyalahgunaan narkotika. Onad mengaku menyesal terjerat kasus narkoba. ""Menyesal, pasti ada penyesalan,"" kata Kasie Humas Polres Metro Jakarta Barat AKP Wisnu saat dihubungi, Minggu (2/11/2025).Kasie Humas Polres Metro Jakarta Barat AKP Wisnu saat dihubungi, Minggu (2/11/2025)",-1
"Presiden ke-7 RI Joko Widodo (Jokowi) tak dapat menghadiri langsung Kongres III Projo. Meski begitu, Jokowi tetap menyampaikan pesannya kepada para relawan melalui video. Kongres III Projo digelar di Hotel Grand Sahid, Jakarta Selatan, Sabtu (1/11/2025). Ajudan Jokowi, Kompol Syarif Muhammad Fitriansyah, menjelaskan bahwa Jokowi diminta beristirahat oleh tim dokter sehingga tak dapat hadir di Kongres Projo. ""Karena pertimbangan tim dokter yang menganjurkan Bapak (Jokowi) untuk beristirahat dan t",0
"Pemerintah lewat Kemenhaj resmi melegalkan umrah mandiri lewat Undang-Undang Nomor 14 Tahun 2025 tentang Penyelenggaraan Haji dan Umrah. Kebijakan ini membuka peluang bagi calon jamaah untuk mengatur sendiri seluruh keperluan umrahâ€”mulai dari tiket, visa, hingga akomodasiâ€”tanpa harus melalui biro perjalanan. Regulasi turunannya sedang disiapkan agar pelaksanaan umrah mandiri tetap aman, terpantau, dan sesuai standar. Namun, kebijakan ini memicu reaksi beragam. Sejumlah biro travel merasa khawati",0
"Bupati Pati Sudewo batal dimakzulkan setelah mayoritas fraksi DPRD Pati memutuskan untuk memberikan 'kesempatan kedua' kepada Sudewo. Kementerian Dalam Negeri (Kemendagri) menghormati keputusan DPRD Pati. ""Kemendagri sedari awal menghormati proses politik berdasarkan undang-undang yang ada di DPRD. Keputusan DPRD untuk memilih melakukan perbaikan tentu kita hormati. Ini pelajaran mahal untuk semua pimpinan di daerah,"" kata Wamendagri Bima Arya saat dihubungi, Minggu (2/11/2025). Bima menyebut Me",0
"Banjir setinggi hampir satu meter sempat melanda kawasan Kemang, Jakarta Selatan, hingga menyebabkan kemacetan panjang. Warga pun harus menempuh perjuangan ekstra untuk melewati antrean kendaraan yang nyaris tak bergerak. Dirangkum detikcom, Minggu (2/11/2025), kemacetan itu terjadi pada Rabu dan Kamis lalu. Hal itu lantaran disebabkan oleh banjir setinggi hampir satu meter. ""Karena Kemang Raya itu banjir satu meter ketinggian satu meter tampaknya sampai ke Kemang Raya termasuk terdampak ke Bang",-1
"Satres Narkoba Polres Metro Jakarta Barat menangkap Onadio Leonardo atau yang akrab disapa Onad. Onad ditangkap terkait kasus penyalahgunaan narkotika. Kasie Humas Polres Metro Jakarta Barat AKP Wisnu menjelaskan kasus tersebut terungkap setelah polisi menangkap KR pada Rabu (29/10) di Sunter, Tanjung Priok, Jakarta Utara. KR diduga menjual barang haram tersebut kepada Onad. ""Inisial KR, itu diamankan di Sunter. Perannya sebagai orang yang kasih barang narkotika ke OL,"" kata Wisnu saat dihubungi",-1
"Presiden Amerika Serikat (AS) Donald Trump mengancam akan mengirimkan pasukan bersenjata AS ke Nigeria. Ia menyampaikan ancaman itu untuk merespons menghentikan apa yang ia sebut sebagai pembunuhan umat Kristen oleh kelompok teroris. Dilansir AFP, Minggu (2/11/2025), dalam sebuah unggahan yang menggemparkan di platform Truth Social, Trump mengatakan telah meminta Pentagon untuk memetakan kemungkinan rencana serangan, sehari setelah memperingatkan bahwa agama Kristen ""menghadapi ancaman eksistens",-1
"Rahasia makam Firaun muda akhirnya terbuka. Piramida Agung Giza, Museum Agung Mesir yang telah lama dinantikan kini resmi membuka pintunya untuk publik. Dirangkum detikcom sebagaimana laporan BBC, Minggu (2/11/2025), Museum Agung Mesir itu berdiri di atas kompleks raksasa seluas 120 hektare. Luas itu dua kali lipat ukuran Museum Louvre di Prancis. Di museum itu, ada sekitar 70.000 hingga 100.000 artefak yang dipamerkan. Termasuk, harta karun yang belum pernah terlihat dari makam Firaun muda, Tut",0
"Gempa berkekuatan magnitudo (M) 4,9 terjadi di Meulaboh, Aceh Barat. Gempa berpusat di laut. BMKG melaporkan gempa terjadi, Minggu (2/11/2025), pukul 04.00 WIB. Gempa terjadi pada kedalaman 28 kilometer. ""Pusat gempa berada di laut 31 km barat daya Meulaboh, Aceh Barat,"" tulis @infoBMKG.  SCROLL TO CONTINUE WITH CONTENT   Titik koordinat gempa berada di 3,94 lintang utara (LU) dan 95,93 bujur timur (BT). Kekuatan gempa tercatat MMI III-IV di Meulaboh, MMI III di Aceh Barat Daya, MMI III di Cal",0
"Pemprov DKI Jakarta menyampaikan prakiraan cuaca hari ini. Diprediksi hari ini sejumlah wilayah akan mengalami hujan ringan pada siang hari. Berdasarkan data BMKG yang disampaikan Pemprov Jakarta, prakiraan cuaca pada Minggu (2/11/2025) di wilayah Jakarta Barat (Jakbar), Jakarta Pusat (Jakpus) dan Jakarta Selatan (Jaksel) akan turun hujan ringan pada pukul 13.00 WIB.   SCROLL TO CONTINUE WITH CONTENT  Hujan ringan di Jaksel diprediksi dimulai pukul 07.00 WIB, pukul 10.00 WIB, pukul 13.00 WIB d",0
"Ukraina mengerahkan pasukan khusus ke kota Pokrovsk di timur Ukraina. Kota tersebut kini berada di bawah tekanan akibat serangan gencar Rusia yang melibatkan ribuan tentara. Dilansir AFP, Minggu (2/11/2025), Pokrovsk, di wilayah Donetsk, Ukraina, terletak di jalur pasokan utama bagi tentara Ukraina dan telah menjadi incaran Moskow selama lebih dari setahun. Ratusan tentara Rusia telah menyusup ke pusat logistik kota tersebut.   SCROLL TO CONTINUE WITH CONTENT  Tentara lainnya mendekati pinggir",0
"Satu unit truk tangki BBM terguling di Jalan Perintis Kemerdekaan, Kecamatan Cilaku, Kabupaten Cianjur. Kecelakaan itu menyebabkan truk tangki terbakar hebat hingga menghanguskan pos polisi, ruko, dan kendaraan lain di dekatnya. Dilansir detikJabar, kecelakaan berujung kebakaran hebat itu terjadi Sabtu (1/11) malam. Hingga pukul 22.47 WIB, api masih terlihat di badan truk hingga pos polisi yang berjarak sekitar 40 meter.   SCROLL TO CONTINUE WITH CONTENT  Sejumlah mobil pemadam dan kendaraan t",-1
"Tanah longsor akibat hujan deras terjang wilayah Kenya barat. Imbas insiden tersebut, 21 orang dilaporkan tewas dan 30 orang masih hilang. Dilansir AFP, Minggu (2/11/2025), insiden ini dilaporkan langsung oleh Menteri Dalam Negeri Kenya Kipchumba Murkomen. Ia mengatakan sebanyak 21 orang tewas imbas longsor. ""Kami telah mengonfirmasi hilangnya 21 orang akibat tragedi ini,"" kata Kupchumba lewat media sosialnya.  SCROLL TO CONTINUE WITH CONTENT   Selain itu, ia menyebut sampai saat ini 30 orang",0
