News_Data,1st Annotator,2nd Annotator,3rd Annotator,Voting Result,Final Take,Labelling
Kemensos Salurkan Santunan Korban Robohnya Atap Ponpes di Situbondo,Positive,Positive,Neutral,Positive,Positive,1
"Rumah Jebol Diterjang Banjir, Warga di Jati Padang Tak Berani Tidur di Rumah",Negative,Negative,Neutral,Negative,Negative,-1
Wamentrans Viva Sampaikan 4 Amanat Prabowo untuk Transmigran,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Hendak Antar Anak Sekolah, Warga Temukan Mayat Pria di Pinggir Kali Jakbar",Negative,Negative,Neutral,Negative,Negative,-1
Video: Ketua RW Jelaskan Asal Mula Nama Tanggul Baswedan di Jati Padang,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Logo Projo Tak Lagi Jokowi, Ini Bocorannya",Neutral,Neutral,Neutral,Neutral,Neutral,0
Kapolda Riau: Hulubalang Garda Terdepan Penjaga Adat dan Pelindung Alam,Positive,Neutral,Neutral,Neutral,Neutral,0
"Budi Arie Ungkap Rencana Gabung Gerindra, Dasco: Saya Belum Dengar",Neutral,Neutral,Neutral,Neutral,Neutral,0
Megawati Tawarkan Pancasila Jadi Etika Global,Neutral,Positive,Positive,Positive,Positive,1
"Viral Tenaga Kerja Asing Tewas Dikeroyok, PT IMIP Buka Suara",Negative,Negative,Neutral,Negative,Negative,-1
"Pendidikan Politik Digital untuk Gen Z, Kritis dan Cerdas di Medsos!",Positive,Positive,Positive,Positive,Positive,1
"Heboh Isu Penculikan Anak di Flores, Polisi Pastikan Hoax",Neutral,Negative,Neutral,Neutral,Neutral,0
Hoax Pembatasan Isi BBM dan Larangan buat Penunggak Pajak,Neutral,Negative,Negative,Negative,Negative,-1
Duduk Perkara Heboh 'Pocong' di Bekasi Usai Warga Hilang Uang,Negative,Neutral,Neutral,Neutral,Neutral,0
"Viral Narasi 11 Orang Meninggal di Jabar Akibat Keracunan MBG, BGN Pastikan Hoax",Neutral,Negative,Neutral,Neutral,Neutral,0
"Diisukan Meninggal, Andre Taulany Boyong Para Sahabat Untuk Makan Bersama",Neutral,Negative,Neutral,Neutral,Neutral,0
Potret Model Only Fans Jadi Korban Hoax Disebut Pacar Baru Gerard Pique,Neutral,Negative,Neutral,Neutral,Neutral,0
Parah! Akun Twitter Palsu Centang Biru Bikin Resah,Negative,Neutral,Negative,Negative,Negative,-1
Momen Hangat Wendi Cagur Saat Santap Bareng Keluarga,Neutral,Positive,Neutral,Neutral,Neutral,0
Potret Politikus PDIP yang Laporkan Hoax 'Megawati Meninggal',Neutral,Neutral,Neutral,Neutral,Neutral,0
"Viral Kendaraan Pajak Mati Tak Boleh Isi BBM, Wakapolda Metro: Hoax!",Neutral,Negative,Neutral,Neutral,Neutral,0
"Viral Foto Truk Tangki Pertamina Isi BBM di SPBU Shell, Dipastikan Hoax",Neutral,Negative,Neutral,Neutral,Neutral,0
Fakta di Balik Video Viral Pajak Kendaraan Mati Dilarang Beli BBM,Neutral,Negative,Neutral,Neutral,Neutral,0
Petinggi FIFA Jadi Korban Hoaks Soal Erick Thohir Rangkap Jabatan,Neutral,Neutral,Neutral,Neutral,Neutral,0
"PKS Setuju 1 Orang 1 Akun di Tiap Medsos, Harap Minimalkan Hoax",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Hoax Seret Nama Maharani Kemala, Suami Tempuh Jalur Hukum",Neutral,Neutral,Neutral,Neutral,Neutral,0
Awas Hoax! Eko Patrio Minta Masyarakat Gak Termakan Isu Bohong Tentangnya,Neutral,Neutral,Neutral,Neutral,Neutral,0
Fakta 'Black Mamba' di Rumah Ahmad Sahroni yang Ternyata Hoax,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Viral Narasi Mobil Dijarah Usai Tertabrak KA di Kendal, Ini Faktanya",Neutral,Neutral,Neutral,Neutral,Neutral,0
Jangan Tertipu! Akun TikTok @lokercpns7 Sebar Hoax 'Pendaftaran CPNS Imigrasi',Negative,Negative,Neutral,Negative,Negative,-1
"Diisukan Meninggal, Andre Taulany Boyong Para Sahabat Untuk Makan Bersama",Neutral,Negative,Neutral,Neutral,Neutral,0
Potret Model Only Fans Jadi Korban Hoax Disebut Pacar Baru Gerard Pique,Neutral,Neutral,Neutral,Neutral,Neutral,0
Parah! Akun Twitter Palsu Centang Biru Bikin Resah,Negative,Neutral,Negative,Negative,Negative,-1
Momen Hangat Wendi Cagur Saat Santap Bareng Keluarga,Neutral,Positive,Positive,Positive,Positive,1
Potret Politikus PDIP yang Laporkan Hoax 'Megawati Meninggal',Neutral,Neutral,Neutral,Neutral,Neutral,0
"Viral Kabar Pemutihan Utang Pinjol, OJK Bilang Begini",Neutral,Neutral,Neutral,Neutral,Neutral,0
Kabar Hoax Demo Hari Ini: Atrium Senen Dijarah-Pendemo Masuk Mal,Neutral,Negative,Neutral,Neutral,Neutral,0
"Video 'Massa Masuk Mal Atrium' Hoax, Polisi Imbau Warga Tak Terprovokasi",Neutral,Negative,Neutral,Neutral,Neutral,0
Hoax! Influencer Bikin Konten Settingan Roti Kari Isi Paha Ayam Utuh,Neutral,Neutral,Negative,Neutral,Neutral,0
Polisi Bantah Kabar Korban Tewas Saat Ricuh Usai Laga PSIM Vs Persib: Hoax!,Neutral,Negative,Negative,Negative,Negative,-1
Polisi Usut Akun WA Umar Hamkan soal Hoax Surat Izin PDAM Bayar Rp 10 Ribu,Neutral,Neutral,Neutral,Neutral,Neutral,0
Kronologi Akun WA Umar Hamkan Diduga Sebar Hoax Surat Izin Bayar Rp 10 Ribu,Neutral,Neutral,Neutral,Neutral,Neutral,0
PDAM Makassar Polisikan Pemilik Akun WA Umar Hamkan soal Hoax Surat Izin Rp 10 Ribu,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Puskesmas di Karawang Diviralkan Rusak Akibat Gempa, BNPB Ungkap Faktanya",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Video Sri Mulyani Kena Deepfake, Ini Pernyataan Aslinya soal Guru-Dosen",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Diisukan Meninggal, Andre Taulany Boyong Para Sahabat Untuk Makan Bersama",Neutral,Negative,Neutral,Neutral,Neutral,0
Potret Model Only Fans Jadi Korban Hoax Disebut Pacar Baru Gerard Pique,Neutral,Negative,Neutral,Neutral,Neutral,0
Parah! Akun Twitter Palsu Centang Biru Bikin Resah,Negative,Neutral,Negative,Negative,Negative,-1
Momen Hangat Wendi Cagur Saat Santap Bareng Keluarga,Neutral,Positive,Positive,Positive,Positive,1
Potret Politikus PDIP yang Laporkan Hoax 'Megawati Meninggal',Neutral,Neutral,Neutral,Neutral,Neutral,0
"Video Sri Mulyani Sebut Guru Beban Negara Viral, Begini Kronologi-Klarifikasi dari Kemenkeu",Neutral,Negative,Neutral,Neutral,Neutral,0
Pernyataan Sri Mulyani Tentang Gaji Guru yang Diviralkan Jadi Beban Negara,Neutral,Negative,Neutral,Neutral,Neutral,0
"Viral Sri Mulyani Sebut Guru Beban Negara, Kemenkeu Langsung Bantah",Neutral,Negative,Neutral,Neutral,Neutral,0
"2 Polisi Tewas Saat Amankan Demo Pati Hoaks, Begini Faktanya",Neutral,Neutral,Neutral,Neutral,Neutral,0
Ada Hoax Gibran Disebut Klarifikasi Janji 19 Juta Lapangan Kerja,Neutral,Neutral,Neutral,Neutral,Neutral,0
Tentang Jessica Radcliffe yang Dinarasikan Tewas Diserang Paus Orca,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Jessica Radcliffe Tewas Diserang Paus Orca Ternyata Hoax, Ini Faktanya",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Viral Jessica Radcliffe Tewas Diserang Paus Orca, Ternyata Hoax Bikinan AI",Neutral,Neutral,Neutral,Neutral,Neutral,0
Irjen Karyoto Lacak Penyebar Hoax Sebut Dirinya Marah ke Kapolri,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Isu Teh Pucuk Harum Mengandung Pengawet & Pemanis Buatan, Komdigi: Hoax",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Diisukan Meninggal, Andre Taulany Boyong Para Sahabat Untuk Makan Bersama",Neutral,Negative,Neutral,Neutral,Neutral,0
Potret Model Only Fans Jadi Korban Hoax Disebut Pacar Baru Gerard Pique,Neutral,Neutral,Neutral,Neutral,Neutral,0
Parah! Akun Twitter Palsu Centang Biru Bikin Resah,Negative,Neutral,Negative,Negative,Negative,-1
Momen Hangat Wendi Cagur Saat Santap Bareng Keluarga,Neutral,Positive,Positive,Positive,Positive,1
Potret Politikus PDIP yang Laporkan Hoax 'Megawati Meninggal',Neutral,Neutral,Neutral,Neutral,Neutral,0
"Gibran Bilang Banyak Hoax soal IKN, Langsung Beberkan Fakta Ini",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Jokowi Disebut Kritis di Rumah Sakit, Ajudan Ungkap Kondisi Terkininya",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Demi Putri, Ahmad Dhani Lawan Ghibah di YouTube",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Kabar Hoaks Jokowi Kritis di RS, Relawan Sebut Dibuat Pembenci",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Hoax Jokowi Dikabarkan Kritis, Begini Kabar Terakhirnya",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Beredar Isu Jokowi Kritis dan Dilarikan ke RS, Ini Faktanya",Neutral,Neutral,Neutral,Neutral,Neutral,0
Video Warga Thailand Dilarang ke Bunker Israel Ternyata Misinformasi,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Awas Hoax Nomor WhatsApp Aduan Pemburu Preman, Ini yang Asli",Neutral,Negative,Neutral,Neutral,Neutral,0
"Beredar Kabar Ada Pemutihan Pinjol Resmi, OJK Pastikan Hoax!",Neutral,Negative,Neutral,Neutral,Neutral,0
"Awas Kegocek, 'Video' Jet Tempur India Vs Pakistan Ternyata Game Arma 3",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Diisukan Meninggal, Andre Taulany Boyong Para Sahabat Untuk Makan Bersama",Neutral,Negative,Neutral,Neutral,Neutral,0
Potret Model Only Fans Jadi Korban Hoax Disebut Pacar Baru Gerard Pique,Neutral,Neutral,Neutral,Neutral,Neutral,0
Parah! Akun Twitter Palsu Centang Biru Bikin Resah,Negative,Neutral,Negative,Negative,Negative,-1
Momen Hangat Wendi Cagur Saat Santap Bareng Keluarga,Neutral,Positive,Positive,Positive,Positive,1
Potret Politikus PDIP yang Laporkan Hoax 'Megawati Meninggal',Neutral,Neutral,Neutral,Neutral,Neutral,0
Tak Ada Jalan Berbayar di Jakarta,Positive,Positive,Negative,Positive,Positive,1
"Beredar Kabar Pemutihan Utang Pinjol 1 Mei, OJK Pastikan Hoax",Neutral,Negative,Neutral,Neutral,Neutral,0
Beredar Hoax Phuket Tenggelam karena Gempa Besar,Neutral,Negative,Neutral,Neutral,Neutral,0
"e-Money Bisa Dipakai Naik KRL, KAI Commuter Bantah Kabar di Medsos",Neutral,Negative,Neutral,Neutral,Neutral,0
Di balik film Rangga & Cinta â€“ Kenapa tak biarkan saja Gen-Z punya memorinya sendiri?,Neutral,Neutral,Positive,Neutral,Neutral,0
DPRD tolak pemakzulan Bupati Pati Sudewo,Neutral,Negative,Neutral,Neutral,Neutral,0
"Video,
Bersepeda dari Inggris ke Australia, singgah di Indonesia â€“ Menapaki jejak sang ayah 40 tahun lalu
, Durasi 3,41",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Petisi untuk batalkan TKA 2025 â€“ 'Persiapan tiga bulan, kami belum siap'",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Atap bangunan pesantren di Situbondo roboh, satu orang meninggal dan belasan terluka â€“ Kenapa berulang?",Negative,Negative,Negative,Negative,Negative,-1
Mendagri Tito Karnavian ancam berhentikan kepala daerah yang tak dukung program strategis nasional â€“ Apakah bisa demikian?,Neutral,Neutral,Negative,Neutral,Neutral,0
Elegi Suku Malind Anim di balik PSN Merauke â€“ 'Sedang dalam pemusnahan',Neutral,Neutral,Neutral,Neutral,Neutral,0
Pro-kontra fotografer di ruang publik â€“ Pelanggaran privasi?,Neutral,Neutral,Negative,Neutral,Neutral,0
Purbaya hendak terbitkan aturan berantas pakaian bekas impor â€“ Kenapa produk ilegal itu sulit ditangani?,Positive,Positive,Neutral,Positive,Positive,1
"Prabowo siap kirim pasukan perdamaian ke Gaza, Netanyahu berkata 'Israel yang menentukan'",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Disekap, disetrum, dan dipukul hingga babak belur: Pengakuan WNI yang menyelamatkan diri dari perusahaan scam di Kamboja",Negative,Negative,Neutral,Negative,Negative,-1
"Pasukan internasional tidak akan mau menegakkan perdamaian di Gaza, kata Raja Yordania",Neutral,Negative,Neutral,Neutral,Neutral,0
Kontradiksi gelar pahlawan nasional untuk Marsinah dan Soeharto â€“ 'Ini manipulasi politik dan sejarah yang luar biasa',Negative,Neutral,Negative,Negative,Negative,-1
Bahasa Portugis masuk sekolah â€“ 'Pengajar di Indonesia tidak sampai lima orang',Negative,Neutral,Negative,Negative,Negative,-1
"Prabowo restui pembentukan Ditjen Pesantren di Kemenag, apa urgensinya?",Neutral,Neutral,Negative,Neutral,Neutral,0
"Tolak atlet Israel, Indonesia disanksi penyelenggara Olimpiade â€“ Bagaimana kontroversinya?",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Mikroplastik dalam air hujan di Jakarta â€“ 'Bukan air hujannya yang berbahaya, tapi udaranya'",Negative,Negative,Neutral,Negative,Negative,-1
WNA kini bisa jadi bos BUMN â€“ Apa untung dan ruginya untuk Indonesia?,Neutral,Negative,Neutral,Neutral,Neutral,0
Kampung di Buton meminjam aksara Korea demi lestarikan bahasa Cia-Cia yang terancam punah â€“ Berhasilkah mereka?,Neutral,Neutral,Neutral,Neutral,Neutral,0
Prabowo ingin Indonesia punya mobil nasional dalam tiga tahun â€“ Apa yang bisa dipelajari dari kegagalan mobil Timor dan Esemka?,Neutral,Positive,Neutral,Neutral,Neutral,0
'Sekarang sudah lega' â€“ Mengapa putusan MK jadi kabar bahagia masyarakat adat yang tinggal di hutan?,Positive,Neutral,Positive,Positive,Positive,1
Kematian mahasiswa Timothy Anugerah dan dugaan perundungan di Universitas Udayana,Negative,Negative,Negative,Negative,Negative,-1
Indonesia pulangkan dua warga UK terpidana mati dan seumur hidup kasus narkoba â€“ Apa alasannya?,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Eks Kapolres Ngada divonis 19 tahun penjara, terbukti cabuli tiga anak dan unggah video di situs porno Australia",Positive,Negative,Neutral,TIED,Neutral,0
'Warga menjaga guru seperti darah daging mereka' â€“ Siapa sebenarnya yang membunuh guru Melani Wamea di Yahukimo?,Negative,Negative,Neutral,Negative,Negative,-1
Sekolah-sekolah yang mengelola dapur mandiri di tengah ribuan kasus keracunan MBG,Negative,Neutral,Neutral,Neutral,Neutral,0
Survei kinerja Prabowo â€“ Apakah gelombang unjuk rasa diperhitungkan dan sejauh mana bias dalam klaim kepuasan publik?,Neutral,Neutral,Negative,Neutral,Neutral,0
"Bagaimana militer, pengusaha, dan partai politik menopang kekuasaan Prabowo Subianto?",Neutral,Neutral,Negative,Neutral,Neutral,0
"Setahun pemerintahan Prabowo â€“ Citra 'kakek gemoy' berakhir, karakter militeristis kembali tampil",Neutral,Neutral,Negative,Neutral,Neutral,0
Dilema pembangunan di Mandalika â€“ Haruskah pariwisata Lombok meniru Bali?,Neutral,Neutral,Neutral,Neutral,Neutral,0
Setahun pemerintahan Prabowo-Gibran â€“ 'Arah balik demokrasi' dan apa saja tantangan yang mungkin dihadapi ke depan?,Neutral,Neutral,Negative,Neutral,Neutral,0
Pajak uang pensiun dan pesangon digugat ke MK â€“ 'Mengapa negara tega?',Neutral,Neutral,Negative,Neutral,Neutral,0
'Kekerasan seksual di pesantren bukan dibesar-besarkan' â€“ Lebih dari 40.000 santri rentan mengalami kekerasan seksual,Negative,Negative,Negative,Negative,Negative,-1
'Jangan pisahkan Zahira dengan Mama' â€“ Kisah ibu yang kewarganegaraannya ditolak Indonesia dan Malaysia,Neutral,Negative,Neutral,Neutral,Neutral,0
PSSI pecat Patrick Kluivert setelah gagal membawa Indonesia lolos ke Piala Dunia 2026,Negative,Positive,Neutral,TIED,Neutral,0
Apakah renovasi Ponpes Al Khoziny di Sidoarjo dapat menggunakan APBN? â€“ 'Jangan sampai niat baik langgar tata kelola',Neutral,Neutral,Neutral,Neutral,Neutral,0
'Alarm keras' radiasi Cesium 137 â€“ Mengapa pemerintah Indonesia baru bertindak setelah ada laporan dari AS?,Negative,Negative,Negative,Negative,Negative,-1
Isi percakapan Prabowo dan Trump di KTT Gaza yang terekam dan tersebar â€“ Apa respons Menlu Sugiono?,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Cerita sarjana yang sulit cari kerja dan mendaftar Program Magang Nasional â€“ 'Tidak apa lari dari jurusan, yang penting kerja'",Positive,Negative,Neutral,TIED,Neutral,0
Foto-foto yang disembunyikan jadi saksi peristiwa kekerasan 1965 â€“ Dari pawai meriah PKI hingga dua jenazah tanpa nama,Neutral,Negative,Neutral,Neutral,Neutral,0
'Ekosida' Pantura: Bagaimana konversi lahan tani ke industri membunuh mimpi swasembada pangan,Negative,Negative,Neutral,Negative,Negative,-1
"Menkeu Purbaya tolak utang kereta cepat ditanggung APBN, adakah solusi menyelesaikan beban utang proyek ini?",Neutral,Neutral,Negative,Neutral,Neutral,0
Kebijakan 10% etanol pada BBM dikhawatirkan memperparah deforestasi dan konflik lahan,Negative,Neutral,Negative,Negative,Negative,-1
"'Siswa sekolah sempat dipulangkan, tiang listrik bergoyang' â€“ Kesaksian warga Sangihe dan Talaud Sulawesi Utara saat gempa magnitudo 7,4 mengguncang",Negative,Negative,Neutral,Negative,Negative,-1
'Kami diadu perusahaan' â€“ Penyerangan terhadap masyarakat adat penentang PSN Merauke,Negative,Negative,Neutral,Negative,Negative,-1
'Ekosida' di Pantura: 'Kongkalikong' yang menggerus ruang hidup warga pesisir utara Jawa,Negative,Negative,Neutral,Negative,Negative,-1
"Polisi mulai selidiki penyebab ambruknya Ponpes Al Khoziny, keluarga korban menanti kepastian identifikasi â€“ 'Istri saya masih terbayang anaknya seolah masih hidup'",Neutral,Negative,Neutral,Neutral,Neutral,0
Polemik kebijakan Dedi Mulyadi minta warga Jabar donasi Rp1.000 per hari â€“ 'Kalau dikorupsi bagaimana?',Neutral,Neutral,Negative,Neutral,Neutral,0
Polemik kebijakan Dedi Mulyadi minta warga Jabar donasi Rp1.000 per hari â€“ 'Kalau dikorupsi bagaimana?',Neutral,Neutral,Negative,Neutral,Neutral,0
"Ponpes Al Khoziny sebut ambruknya musala sebagai 'takdir dari Allah', polisi janji lakukan upaya hukum â€“ 'Tidak bisa berlindung dengan dalih takdir'",Neutral,Negative,Neutral,Neutral,Neutral,0
"Gedung Pondok Pesantren Al Khoziny di Sidoarjo runtuh â€“ Pencarian korban dihentikan, ditemukan 61 jenazah dan 7 bagian tubuh",Negative,Negative,Neutral,Negative,Negative,-1
"'Ekosida' di Pantura: Pengembangan industri ancam pesisir utara Jawa makin cepat tenggelam â€“ 'Banjir sudah puluhan tahun, ini pembiaran sistematis'",Negative,Negative,Neutral,Negative,Negative,-1
Meteor melintasi Cirebon dan jatuh di Laut Jawa â€“ Seberapa besar ukuran dan apa dampaknya?,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Tiga seniman perempuan Aceh melawan dominasi patriarki â€“ 'Saya tidak menolak syariat, tapi kenapa fokusnya ke tubuh perempuan, dan bukan korupsi'",Positive,Neutral,Neutral,Neutral,Neutral,0
"Video,
Cerita Alfatih, santri yang terjebak dua malam di reruntuhan Ponpes Al Khoziny
, Durasi 2,12",Neutral,Positive,Neutral,Neutral,Neutral,0
Teka-teki kematian siswi SMK di Bandung Barat yang dikaitkan keracunan MBG,Negative,Negative,Neutral,Negative,Negative,-1
"Keresahan warga dekat pabrik sumber radioaktif di Banten â€“ 'Mereka pakai masker, sarung tangan, tapi enggak ada yang menjelaskan'",Negative,Negative,Neutral,Negative,Negative,-1
Kisah tim penyelamat mengevakuasi korban reruntuhan Ponpes Al Khoziny,Neutral,Negative,Neutral,Neutral,Neutral,0
Prabowo instruksikan rapid test MBG â€“ Apakah efektif cegah keracunan dan keberulangan status KLB?,Neutral,Positive,Neutral,Neutral,Neutral,0
"Kesaksian santri ikut pengecoran Ponpes Al Khoziny â€“ 'Seandainya masih di atas bangunan, tentu ikut jatuh'",Neutral,Neutral,Neutral,Neutral,Neutral,0
Warga Aceh tuntut kompensasi pemadaman listrik berhari-hari â€“ 'Pemadaman listrik terburuk pasca-konflik dan tsunami',Negative,Negative,Neutral,Negative,Negative,-1
"DPR sahkan Revisi UU BUMN â€“ Kementerian BUMN dihapus, diubah menjadi Badan Pengaturan",Neutral,Neutral,Neutral,Neutral,Neutral,0
Kesaksian korban selamat Ponpes Al Khoziny: 'Antara sadar dan mimpi dalam gelap',Neutral,Negative,Neutral,Neutral,Neutral,0
'Manusia Jawa' kembali ke Indonesia â€“ Sisi gelap penemuan Pithecanthropus Erectus,Negative,Neutral,Neutral,Neutral,Neutral,0
Tiga terdakwa kasus pemerasan PPDS Undip divonis 'lebih ringan' dari tuntutan jaksa â€“ 'Putusan ini tidak memberikan efek jera kepada pelaku',Negative,Negative,Neutral,Negative,Negative,-1
"TNI diduga tembak warga di Asmat, Papua hingga tewas â€“ 'Kenapa menangani orang mabuk harus pakai senjata?'",Negative,Negative,Negative,Negative,Negative,-1
"Video,
Keluarga korban ponpes roboh: 'Apakah keponakan saya bisa ditemukan dengan selamat?'
, Durasi 2,07",Negative,Negative,Neutral,Negative,Negative,-1
Tragedi 1965 dan 'mantra ampuh' di balik citra surgawi pariwisata Bali,Neutral,Neutral,Neutral,Neutral,Neutral,0
Trump dan Netanyahu menyepakati rencana perdamaian di Gaza â€“ Apa sikap Indonesia?,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Ribuan kasus keracunan, SPPG terus beroperasi â€“ 'Sertifikat laik kebersihan sedang diurus'",Negative,Negative,Neutral,Negative,Negative,-1
"Video,
Pesantren ambruk, ratusan siswa dievakuasi
, Durasi 1,34",Negative,Negative,Neutral,Negative,Negative,-1
Tragedi 1965 di Padang Halaban â€“ 'Tanah rakyat diambil tentara dengan memanfaatkan sentimen PKI',Negative,Neutral,Neutral,Neutral,Neutral,0
MK putuskan UU Tapera bertentangan dengan UUD 1945 dan harus diubah â€“ 'Tapera akan menjadi beban pekerja terlebih lagi bagi yang terkena PHK',Positive,Negative,Negative,Negative,Negative,-1
"Tentara merampas tanah rakyat secara sistematis saat Tragedi 1965 â€“ Dicap komunis, lahannya dipakai berbisnis",Negative,Neutral,Negative,Negative,Negative,-1
Ribuan kasus keracunan akibat MBG â€“ Evaluasi SPPG dan standar higienis jadi prioritas pemerintah,Negative,Negative,Neutral,Negative,Negative,-1
'Ekspektasi versus realita' â€“ Apakah Bali telah menjadi korban kesuksesan pariwisata?,Neutral,Neutral,Neutral,Neutral,Neutral,0
Di balik RUU Perampasan Aset: Kisah buron kakak Edy Tansil dan 'ketakutan dipakai sebagai alat gebuk negara',Neutral,Neutral,Neutral,Neutral,Neutral,0
"Video,
Bagaimana kebijakan Rp200 triliun Menkeu Purbaya bisa terasa oleh masyarakat?
, Durasi 5,33",Neutral,Neutral,Neutral,Neutral,Neutral,0
"APBN 2026: Defisit Rp689,1 triliun â€“ â€˜Tingkatkan penerimaan, pajak kelas atas belum tergarapâ€™",Negative,Neutral,Neutral,Neutral,Neutral,0
Apakah korban keracunan Makan Bergizi Gratis bisa menggugat pemerintah secara hukum?,Neutral,Neutral,Neutral,Neutral,Neutral,0
"IKN jadi ibu kota politik pada 2028, apa maksudnya?",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Dua karyawan Freeport yang terjebak di bawah tanah ditemukan meninggal dunia, polisi ungkap identitasnya",Negative,Negative,Neutral,Negative,Negative,-1
Warga Pati kembali demo tuntut bupati lengser â€“ Bagaimana mekanisme pemberhentian kepala daerah?,Neutral,Negative,Neutral,Neutral,Neutral,0
"Nestapa pengamen ondel-ondel Betawi â€“ 'Kalau dilarang, kita makan apa?'",Neutral,Negative,Neutral,Neutral,Neutral,0
"Video,
Uji formil UU TNI ditolak MK, apa dampaknya?
, Durasi 3,34",Neutral,Neutral,Neutral,Neutral,Neutral,0
Mengapa Prabowo merekrut sejumlah eks-tentara pada era tragedi 1998?,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Kerusuhan di Kabupaten Yalimo, Papua Pegunungan, disinyalir dipicu ucapan rasis pelajar SMA â€“ Mengapa kasus rasisme selalu berulang?",Negative,Negative,Negative,Negative,Negative,-1
Polisi tembak polisi hingga tewas di Sumbar divonis hukuman penjara seumur hidup,Neutral,Negative,Neutral,Neutral,Neutral,0
MK tolak uji formil UU TNI â€“ Apa alasannya dan bagaimana dampaknya?,Neutral,Neutral,Neutral,Neutral,Neutral,0
"Prabowo lantik Djamari Chaniago sebagai Menko Polkam, Eric Thohir Menpora",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Video,
Kiprah perempuan adat Yenbuba merestorasi terumbu karang Raja Ampat yang rusak
, Durasi 2,40",Positive,Positive,Neutral,Positive,Positive,1
Video Presiden Prabowo tayang di bioskop â€“ Apakah praktik Orde Baru hadir kembali?,Neutral,Neutral,Negative,Neutral,Neutral,0
"Stok BBM di SPBU swasta nyaris nihil, apa dampak dugaan monopoli terhadap konsumen?",Negative,Negative,Negative,Negative,Negative,-1
'Paket stimulus ekonomi 8+4+5' demi kejar target pertumbuhan ekonomi â€“ Apa saja yang perlu diketahui?,Positive,Positive,Neutral,Positive,Positive,1
Lima anggota geng ditangkap terkait pembunuhan staf KBRI di Peru â€“ Bagaimana perkembangan investigasi sejauh ini?,Neutral,Negative,Neutral,Neutral,Neutral,0
Presiden Prabowo akan bagikan 330 ribu televisi pintar ke sekolah â€“ Apakah program ini tepat sasaran?,Neutral,Positive,Neutral,Neutral,Neutral,0
Presiden Prabowo akan bagikan 330 ribu televisi pintar ke sekolah â€“ Apakah program ini tepat sasaran?,Neutral,Positive,Neutral,Neutral,Neutral,0
"Video,
Apa hubungan bendera One Piece di demonstrasi Nepal dan Prancis dengan Indonesia?
, Durasi 3,43",Neutral,Neutral,Neutral,Neutral,Neutral,0
Di balik 'Norma: Antara Mertua dan Menantu' â€“ Mengapa film tema selingkuh digemari di Asia Tenggara?,Neutral,Neutral,Neutral,Neutral,Neutral,0
Dua pria Australia ditangkap atas tuduhan memasok senjata api ke TPNPB-OPM,Positive,Negative,Neutral,TIED,Neutral,0
Mahasiswa Indonesia meninggal setelah menemani kunjungan pejabat ke Austria,Negative,Negative,Neutral,Negative,Negative,-1
Anggota TNI jadi tersangka kasus dugaan pembunuhan kepala cabang BRI â€“ Ada apa di balik kasus ini?,Negative,Negative,Neutral,Negative,Negative,-1
"Suntikan dana pemerintah Rp200 triliun ke perbankan, apa yang patut diketahui?",Neutral,Positive,Neutral,Neutral,Neutral,0
"Bahlil izinkan tambang nikel beroperasi kembali di Raja Ampat, Greenpeace sebut 'pemerintah dan korporasi serakah'",Negative,Negative,Negative,Negative,Negative,-1
"Banjir Bali terparah sepanjang satu dekade, korban meninggal bertambah menjadi 16 orang",Negative,Negative,Neutral,Negative,Negative,-1
"Bendera One Piece berkibar di tengah aksi demonstrasi di Indonesia, Nepal, dan Prancis - 'Bentuk rasa frustrasi anak muda pada pemerintah'",Negative,Negative,Neutral,Negative,Negative,-1
Kisah perempuan adat Yenbuba merestorasi terumbu karang Raja Ampat yang rusak akibat insiden Caledonian Sky tujuh tahun lalu,Positive,Positive,Neutral,Positive,Positive,1
