News_Data,Labelling
4 Hakim Terdakwa Suap Vonis Lepas Migor Hadapi Sidang Putusan Hari Ini,0
Kebakaran Maut di Apartemen Hong Kong Diusut,-1
Akhir Pelarian Dewi Astutik 'Mami' Penyelundup Dua Ton Sabu Ditangkap BNN,-1
Bantuan Logistik ke Aceh Tamiang Mulai Dikirim Hari Ini Pakai Heli dan Kapal,1
10 Orang Kawanan Pencuri Dompet Aktris Korsel Jeon Hye Bin di Bali Ditangkap,-1
Video: Reuni 212 Dukung Pemerintah Tetapkan Bencana Nasional di Sumatera,0
Video: Momen Reuni 212 Gelar Salat Gaib untuk Korban Bencana Aceh-Sumatera,1
"Video Ketua MPR soal Kayu-kayu di Banjir Sumatera: Ditebang, Bukan Roboh",-1
"Trump Mencak-mencak di Rapat Kabinet, Minta Imigran Somalia Tinggalkan AS",0
"Video: Update Jumlah Korban Bencana Sumatera, 744 Meninggal-551 Hilang",-1
Video Habib Rizieq Sebut RI Marak Korupsi: Presiden Saja Diancam,-1
50 Warga yang Sempat Terjebak di Hutan Saat Banjir Tapteng Ditemukan Selamat,1
Eks Bupati Langkat Divonis 4 Tahun Penjara di Kasus Korupsi Infrastruktur,-1
Video: Melihat dari Udara Kondisi Aceh Tamiang Setelah Banjir-Longsor,1
"Video: Reuni 212 Usul 2 Desember Libur Nasional, Wamenag Akan Lapor Prabowo",0
"Capres Peru Lolos dari Serangan Komplotan Bersenjata, Mobil Rusak Kena Peluru",-1
"Reuni 212 Selesai Jelang Dini Hari, Massa Mulai Tinggalkan Kawasan Monas",0
"Habib Rizieq Serukan Revolusi Akhlak di Reuni 212, Ajak Bersatu Lawan Korupsi",1
Ngeri! Tukang Ojek di Mimika Ditemukan Tewas Terpenggal Usai Antar Penumpang,-1
BNPB Update Korban Bencana Sumatera-Aceh: 744 Orang Meninggal-551 Hilang,-1
"Putin: Jika Eropa Ingin Memulai Perang, Rusia Siap Sekarang Juga",-1
Polres Kampar Kirim Dukungan 1 Truk Logistik ke Posko Bencana Agam,1
"Tangan Terikat Kabel Ties, Buron Kasus Sabu Rp 5 T Dewi Astutik Tiba di RI",-1
"Reuni 212 Usul 2 Desember Jadi Libur Nasional, Wamenag Mau Lapor Prabowo",0
"Gempa M 3,3 Terjadi di Bener Meriah Aceh",-1
Mahasiswa Perusak Pos Lalin di Ciceri Serang Divonis 3 Bulan Penjara,-1
Dubes Belanda Ucapkan Belasungkawa untuk Korban Bencana Alam di Sumatera,0
"Jalur Medan-Aceh Tamiang Mulai Dapat Diakses, Bantuan Dikirim via Udara",1
"Dilanda Banjir dan Longsor, Aceh Tamiang Butuh Bantuan Logistik-Listrik",-1
"Video: Bukan Bencana Alam, Ahli Sebut Banjir Sumatera sebagai Bencana Ekologis",0
KLH Targetkan Pengusutan Sumber Gelondongan Kayu di Sumut Tuntas 3 Bulan,1
Video Wamenag Sebut Jemaah Reuni 212 Terbesar di RI: Belum Ada yang Melewati,0
Video: Jeritan Warga Korban Banjir Bandang Sumatera,-1
"Yusril Teken Repatriasi 2 Napi Belanda, Bakal Dipulangkan Pekan Depan",0
"Kunjungi SRMP 2 Medan, Wamensos Bangkitkan Semangat Siswa Sekolah Rakyat",0
Cerita Polantas Angkat Ban Pemotor Ngeyel Lawan Arah di Cibinong,0
Menteri LH Beber Penyebab Batang Toru Tapsel Rusak Parah Usai Diterjang Banjir,0
Hanura Desak Pemerintah Tetapkan Bencana Nasional Banjir Sumatera,0
Peluang KPK Panggil Lagi RK Pemeriksaan Perdana,0
Massa Reuni 212 Minta Pemerintah Tetapkan Bencana Nasional di Aceh-Sumatera,0
"Polda Jateng Kirim Ribuan Logistik-Donasi Rp 2,2 M ke Korban Bencana Sumatera",1
"Video: Habib Rizieq, Pramono dan Wamenag Hadiri Reuni Akbar 212",1
KPK Bantah RK Ngaku Tak Terima Laporan Pengadaan Iklan saat Jadi Gubernur,0
"Kebut Pemulihan Banjir di Padang, Wamendagri Koordinasikan Bantuan Damkar",1
TNI AU Kirim Helibox untuk Pengungsi Banjir di Aceh Tamiang,1
Alumni Akpol 1990 Kirim Bantuan Untuk Korban Banjir-Longsor Aceh Tamiang,1
"Video: Logistik Habis, Warga Aceh Ngungsi ke Medan Numpang Pesawat Hercules",-1
Video Respons Menteri LH Diajak Tobat oleh Cak Imin: Saya Setuju,0
"RK Ngaku Beli Mercy-Moge Pakai Dana Pribadi, KPK: Penyidik Punya Bukti Lain",0
Video Tangis Warga Korban Bencana di Sumut: Tolong Bantu Kami Pak,-1
Video: Momen Buron Sabu Rp 5 T Dewi Astutik Dipulangkan dari Kamboja ke RI,-1
Waka MPR Dorong Kampus Jadi Garda Terdepan dalam Kampanye Stop Kekerasan,1
"Bertemu Prabowo di Istana, Ketua MPR Sempat Singgung Amendemen UUD 1945",0
"KSPSI Gelar Rapimnas di Istora Besok, Akan Dihadiri Keluarga Marsinah",0
Terbongkar 'Bunker' Amunisi dalam Kontrakan di Jakbar,-1
"Longsor Terjang Kandy Usai Siklon Ditwah, Rumah Warga Luluh Lantak",-1
"Wamendagri Cek Lokasi Banjir Solok, Pastikan Penanganan Berjalan Optimal",1
"Pakai Baju Putih dan Kopiah, Pramono Hadiri Reuni 212 di Monas",1
Menteri Agus: Dokumen Keimigrasian Rusak Akibat Bencana Dapat Dispensasi,0
Video: Menteri LH Ungkap Penyebab Batang Toru Tapsel Alami Kerusakan Parah,0
KPK Kebut Proses Ekstradisi Usai Praperadilan Paulus Tannos Tak Diterima,0
"Stasiun Tanah Abang Padat Sore Ini, Begini Penjelasan KCI",0
"Habib Rizieq Tiba di Acara Reuni 212 di Monas, Disambut Lantunan Selawat",0
Kemnaker Ajak Kemenperin Kolaborasi Magang Nasional 2025 Batch 3,1
Muzani Sebut Prabowo Sudah Tahu Penyebab Banjir Bandang di Sumatera,0
Mendagri Dorong Pemda Kelola Sarana Prasarana Olahraga Secara Profesional,1
Massa Reuni 212 Gelar Salat Gaib untuk Korban Bencana Aceh-Sumatera,1
"Aksi Satu Kemanusiaan, Dukungan untuk Palestina Menggema di Kedubes AS",1
Menaker Dorong Serikat Pekerja Perkuat Kolaborasi di 2026,1
Bos Mecimapro Didakwa Gelapkan Uang Konser TWICE Rp 10 Miliar,-1
Doa dan Bunga untuk Korban Kebakaran Wang Fuk Court Hong Kong,-1
Prabowo Instruksikan PLN-Pertamina Pulihkan Listrik dan BBM di Wilayah Bencana,1
"Gunung Marapi Sumbar Erupsi Siang Tadi, Abu Vulkanik Landa Agam",-1
Bantuan Logistik Polda Riau Merapat ke Aceh Melalui Jalur Laut,1
Perkara Pulau Sengketa Bikin Jepang dan China Bersitegang,-1
Cerita Gen Z Datang ke Reuni 212 Buat Nyari Ilmu,0
Pupuk Indonesia Kirim Bantuan ke Wilayah Terdampak Banjir di Sumut-Aceh,1
"Dibawa ke Paripurna, Ini 3 Poin Utama RUU Penyesuaian Pidana",0
Hanura Minta Pemerintah Tetapkan Banjir Sumatera Jadi Bencana Nasional,0
"Pasok BBM di Sumatera, Pertamina Kerahkan Awak Mobil Tangki Lintas Pulau",1
Video RK soal Mercy-Motor Royal Enfield Disita KPK: Semua Dana Pribadi,0
Video: Eks Bupati Langkat Divonis 4 Tahun Bui di Kasus Korupsi Infrastruktur,-1
Andra Soni Tinjau Perbaikan Jalan Huntap hingga Kawasan Kumuh di Carita,0
Video: Ini Peran Dewi Astutik di Jaringan Narkoba Internasional,0
Warga Bogor Gelar Doa Bersama untuk Korban Bencana di Sumatera dan Aceh,1
IMstitute Gandeng MR.D.I.Y Dukung Peningkatan Kualitas Pendidikan RI,1
"Demo HUT Lebak Ricuh, Massa Minta Pemkab Atasi Jalan Rusak-Tambang Ilegal",-1
"Ada Bus Mogok di 'Jalur Langit', Semua TransJ Koridor 13 Dialihkan Lewat Arteri",-1
Pertamina Salurkan TJSL ke Sektor Pendidikan dan Sosial di Magelang,1
Video: Momen Massa Reuni 212 Gelar Salat Maghrib Berjamaah,1
"Usai Diperiksa 6 Jam, Ridwan Kamil Keluar Gedung KPK dengan Senyum Lega",0
Mendes Yandri Ajak Masyarakat Sukseskan Kopdes dan MBG di Sulsel,0
Mensos & Mendiktisaintek Teken MoU soal Beasiswa Lulusan Sekolah Rakyat,1
Muzani Ungkap Prabowo Beri Atensi Serius Pemulihan Bencana di Sumatera-Aceh,1
"459 Warga Terdampak Akibat Banjir dan Pohon Tumbang di Bogor, 52 Rumah Rusak",-1
3 Kementerian Kolaborasi Optimalkan Pengelolaan Stadion,1
BNN Ungkap Licinnya Buron Sabu Rp 5 T Dewi Astutik: Suka Pindah Negara,0
Video: Fenomena Hujan Es Terjadi di Bekasi dan Bogor,0
Muzani Sebut Gelondongan Kayu di Banjir Sumatera Hasil Tebangan Lama,0
"Video Anggota Brimob Evakuasi Jasad di Sibolga, Ternyata Ibu dari Rekannya",-1
BNN Dalami Pria Bareng Gembong Narkoba Dewi Astutik Saat Ditangkap di Kamboja,0
"Video Update Korban Banjir-Longsor Aceh: 218 Tewas, 277 Hilang",-1
"Duka Agam Usai Banjir Bandang: Ratusan Warga Meninggal, Ribuan Mengungsi",-1
KP2MI Teken MoU dengan 3 Gubernur Perkuat Penempatan & Perlindungan PMI,0
Video RK Rampung Diperiksa KPK soal Bank BJB: Bahagia Bisa Klarifikasi,0
"Dewi Astutik Dibekuk BNN di Kamboja, Kemlu dan Bea-Cukai Dukung Pemulangan",0
Pemkab Banyuwangi Raih Penghargaan Tata Kelola Pemerintahan Terbaik,1
"Wamendagri Tinjau Posko Bencana di Solok, Tekankan Komunikasi Efektif",0
"Tokoh Adat ke Polda Banten, Minta Pelaku Begal terhadap Warga Baduy Ditangkap",-1
Permohonan Grasi Netanyahu Jadi Ujian Politik di Israel,0
Gagap Menghadapi Bullying,-1
Wamenkop Sebut Gudang Kopdes Bisa Tampung Potensi Produk Unggulan Desa,1
"Lisa Koar-koar soal Duit, RK Bilang Pemerasan",0
Habiburokhman Tegaskan Polri di Bawah Presiden: Saya Orangnya Prabowo,0
"Polisi Akan Tindak Parkir Liar saat Reuni 212, Jukir Nakal Ditertibkan",1
Penyebab 9 Kendaraan Tabrakan Beruntun di Tol Cipularang: Mobil Bak Rem Blong,-1
Polres Kampar Kirim Personel Cari Ipda Angga yang Hilang di Sumbar,-1
Video: Mensos Janjikan Santunan untuk Korban Banjir Sumatera,1
"Paus Leo Pimpin Misa Akbar di Lebanon, Dihadiri 150 Ribu Orang",0
Video: Kronologi Penangkapan Buron Sabu Rp 5 T Dewi Astutik,-1
MenPAN-RB Terima Penghargaan Life Time Achievement di KORPRI Award 2025,1
Pemprov Lampung Raih 2 Penghargaan Bergengsi di Tingkat Nasional,1
"BNPB Ungkap 1,1 Juta Orang Mengungsi Akibat Bencana di Sumatera",-1
Video: Ada Aksi Bela Palestina di Kedubes AS Jelang Reuni Akbar 212,0
Hujan Es Terjadi di Gunung Putri Bogor,0
"Walkot Cilegon Copot Sekda, Ada Apa?",0
"Kecelakaan Beruntun di Tol Cipularang, 1 Orang Tewas-5 Luka",-1
RK soal Mercy-Royal Enfield Disita KPK: Semua Pakai Dana Pribadi,0
Komisi III DPR-Pemerintah Sepakat RUU Penyesuaian Pidana Dibawa ke Paripurna,0
Video: 9 Kendaraan Tabrakan Beruntun di Tol Cipularang Arah Jakarta,-1
"Data BNPB Korban Bencana Sumatera Sore Ini: 712 Orang Meninggal, 507 Hilang",-1
Gubernur Lampung Dorong Pramuka Fokus Bentuk Karakter Generasi Muda,1
"Lestarikan Seni Bela Diri, Kemenbud Luncurkan 'Senam Kebudayaan Indonesia'",1
RK Ngaku Tak Tahu dan Tidak Terlibat Kasus Korupsi yang Diusut KPK,0
"Gembong Narkoba Dewi Astutik Ditangkap di Kamboja: Bukti Sinergi BNN, KBRI dan Athan",1
"Prabowo Panggil Muzani dan Kepala Badan Logistik Kemhan, Ada Apa?",0
"Potret Paus Leo XIV Kunjungi Lebanon, Bawa Misi Perdamaian di Tengah Perang",0
BMKG: Siklon Tropis Tak Lazim di RI Sehingga Kita Belum Begitu Siap,-1
Le Minerale Salurkan Bantuan Air Mineral untuk Korban Banjir di Sumatera,1
"Massa Mulai Datangi Lokasi Reuni 212, Ada yang Bawa Bendera Palestina",1
"Reno, Anjing K-9 Polda Riau Gugur dalam Tugas Kemanusiaan di Agam",-1
5 Berita Terpopuler Internasional Hari Ini,0
RK Usai Diperiksa KPK: Ini Momen yang Ditunggu-tunggu,0
"Buron Sabu 2 Ton Dewi Astutik Ditangkap, 8 Juta Jiwa Terselamatkan dari Narkoba",1
"Kronologi Penangkapan Dewi Astutik di Kamboja, Terdeteksi Sejak 17 November",0
Japfa Food Gandeng Janice Tjen Perkuat Edukasi Pentingnya Protein Hewani,1
Peran Dewi Astutik yang Ditangkap BNN: Rekrutor Jaringan Narkoba Asia-Afrika,-1
"Video: Truk Trailer Tabrak Pikap di Tol Jagorawi, 1 Orang Luka Berat",-1
Pigai Temui Kepala Bappenas Bahas Persiapan Musrenbang HAM,0
"Salurkan Amal ke YKAI, Lions Club Jaksel Tulip Bantu Anak Pejuang Kanker",1
Kepala BNN: Dewi Astutik Aktor Utama Penyelundupan Sabu 2 Ton,-1
"Dorong Kemandirian Fiskal, Fraksi Golkar MPR Usulkan UU Obligasi Daerah",0
Waka MPR Tekankan Pentingnya Semangat Gotong Royong dalam Hadapi Bencana,0
Polri Gelar Layanan Kesehatan Gratis untuk Warga Terdampak Banjir di Aceh,1
"Video Praperadilan Paulus Tannos Tak Diterima, Status Tersangka Sah!",0
Tentara Israel Tembak Mati 2 Pria Palestina di Tepi Barat,-1
100 Ha Lahan Lapas Terbuka Kendal Dikelola untuk Ketahanan Pangan-Bengkel Napi,1
Video: Pemkab Lumajang Siapkan Hunian Tetap Baru untuk Korban Erupsi Semeru,1
Lahan Kosong Casablanca Jadi Arena Bergengsi Latihan Burung Dara,0
Alasan Hakim Tak Terima Praperadilan Paulus Tannos di Kasus Korupsi e-KTP,0
"Panja Reformasi Kepolisian-Kejaksaan-Pengadilan Rapat Perdana, Undang Ahli",0
"Basarnas: Tak Ada Kata Daerah Terisolasi, Kita Bisa Jangkau Via Udara-Laut",0
Fraksi Golkar MPR: Jangan Vonis Bencana Alam di Sumatera Hanya dari 1 Faktor,0
80 Siswa di Raja Ampat Diduga Keracunan Usai Santap MBG,-1
"Anggota Brimob Evakuasi Jasad di Sibolga, Ternyata Ibu Rekan Sesama Polisi",-1
"Lindungi Pekerja Migran, KP2MI Teken MoU & PKS dengan Mitra Strategis",0
Kecelakaan Beruntun Terjadi di Tol Cipularang Arah Jakarta,-1
Video Cerita Warga Tegal Hadiri Reuni 212: Saya Merasa Terpanggil,1
Video: Alasan TKI Dianiaya 20 Tahun di Malaysia Belum Dipulangkan,-1
Taliban Eksekusi Mati Napi Pembunuh di Depan Publik,-1
BNPB: Jalur Medan-Aceh Tamiang Mulai Bisa Dilintasi Secara Terbatas,1
"Jelang Reuni 212, Personel Gabungan Dikerahkan Amankan Kawasan Monas",0
Andre Rosiade-Menteri PU Siapkan Percepatan Pemulihan Infrastruktur Sumbar,1
Simak! Ini Cara Cek BLT Kesra Rp 900 Ribu Lewat HP,0
Dapur Polda Riau Siapkan Ribuan Porsi Makanan untuk Korban Banjir Agam,1
Video Penangkapan Dewi Astutik Buron Sabu Rp 5 T di Kamboja,0
"Ke Curug Cimanggung, Andra Soni Dicurhati Pedagang soal Akses Jalan Rusak",-1
"Optimalkan ETLE, Kakorlantas Pastikan Polantas Tetap Hadir Layani Masyarakat",1
Lansia dan Balita Pengungsi Banjir di Bireuen Aceh Mulai Sakit,-1
"Video Situasi Terkini di Monas Jelang Reuni 212, Warga Mulai Berdatangan",1
Menteri PU Targetkan Truk Kecil Bisa Masuk ke Sibolga Lewat Darat Hari Ini,1
Hakim Tak Terima Praperadilan Tersangka Kasus Korupsi e-KTP Paulus Tannos,0
"Teleponan, Trump Tolak Rentetan Permintaan Maduro",0
Kejagung Periksa Dirjen Perbendaharaan Kemenkeu di Kasus Dugaan Korupsi Pajak,-1
"Waspada Cuaca Laut Periode Desember-Februari, Ini Daftarnya",-1
Sekolah Digital Koperasi UKSW Perkuat Ekosistem Kopdes Merah Putih,1
Bupati Badung Tambah Plafon Kredit Sidi Kumbara Jadi Rp 100 Juta,1
KP2MI Gandeng Mitra Strategis Perkuat Perlindungan Pekerja Migran,0
"Demokrat Riau Kirim Bantuan 20.000 Paket Sembako ke Sumbar, Sumut & Aceh",1
Basarnas Kerahkan Anjing K9 Cari 553 Korban Bencana Sumatera yang Masih Hilang,-1
"Warga Huni TPU Menteng Pulo 2 Dipindah, Lahannya Bisa buat 1.300 Makam Baru",0
Video Menteri P2MI Jelaskan WNI Tewas dalam Kebakaran Apartemen Hong Kong,-1
BLT Kesra Diberikan untuk Siapa? Ini Sasarannya,0
Pemkab Badung Genjot Layanan Kesehatan Lewat Program Nak Badung Sehat,1
"Akses Darat Putus, Distribusi Bantuan di Tanah Datar Mengandalkan Perahu",-1
Beras untuk Korban Banjir Tapanuli Utara Pecah Saat Dijatuhkan dari Heli,-1
Polisi-TNI dan Warga di Meranti Gotong Royong Bersih-bersih Cegah Banjir,1
Hong Kong Bentuk Komite Independen Selidiki Penyebab Kebakaran Apartemen,0
Menakar Kekuatan Fiskal RI dalam Penanganan Bencana Nasional,1
Polisi di Dumai Patungan Kumpulkan Bantuan untuk Korban Bencana Sumatera,1
Disparekraf Dorong Pulau Tidung Jadi Destinasi Ekowisata Jakarta,1
Antrean BBM di Banda Aceh Mengular hingga 1 Km Usai Banjir,-1
Video: Kepala BNPB Minta Maaf Sebut Bencana Sumatera Cuma Mencekam di Medsos,-1
"Perkuat Ekowisata, Disparekraf Jakarta Kenalkan Bright Island Fest 2025",1
"Menhub Tinjau Lokasi Bencana, Komisi V DPR Tunda Rapat Bahas Nataru Hari Ini",0
Kemenhut: Tak Ada Izin Penebangan Kayu Sejak Juli 2025 di Tapsel,0
Anak Muda Dapat 'Insight' soal Karier di Jakarta For Youth Fest 2025,1
Bareskrim Selidiki Asal Gelondongan Kayu Terseret Banjir Sumatera,-1
JAFOY 2025 Jadi Wadah Pemuda Jakarta Berkarya dan Berkolaborasi,1
"Truk Tabrak Pikap di Tol Jagorawi Arah Bogor, Sopir Luka Berat",-1
"Penjarahan di Sibolga, Mensos Jelaskan Kendala Kirim Bantuan Bencana Sumatera",-1
2 Pria Ditahan Atas Perampokan Rumah Mantan Presiden Prancis,0
"Pohon Kenari Setinggi 6 Meter Tumbang di Bogor, Sempat Tutup Akses Jalan",-1
"Kuras Isi ATM Rp 430 Juta, Sopir di Depok Ternyata Tahu PIN Eks Majikan",-1
"Video Solok Pascabanjir Bandang, Kayu Gelondongan Selimuti Danau Singkarak",-1
Kakorlantas: Pengawalan Tetap Berjalan Meski Sirene Rotator Dibekukan,0
"Video Bencana di Sumatera, Netizen Kangen Sutopo, Doni Monardo dan Yurianto",0
Ratusan Warga Tanah Datar Mengungsi Akibat Banjir Bandang dan Longsor,-1
"Apresiasi Kinerja Pemda 2025, Kemendagri Ajak Bangun Iklim Kompetitif",1
"Polisi Sudah Periksa Siswa Pelaku Ledakan di SMAN 72 Jakarta, Ini yang Digali",-1
Komut Inhutani V Kembali Dipanggil KPK Terkait Suap Pengelolaan Lahan,-1
"Momen Kontrakan 'Bunker' Amunisi di Jakbar Digerebek, BB Disimpan di Amplop",-1
KPK Panggil 4 Kepala UPT PUPR Terkait Kasus 'Jatah Preman' Gubernur Riau,-1
Warga Keluhkan Kabel Menjuntai Sampai Trotoar di TB Simatupang Jaksel,-1
"Link Download Logo Hakordia 2025, Cek di Sini!",0
Emas Jadi Mainan Investor: Dari Aset ke Ladang Spekulasi,0
"Verrel Bantah Pakai Rompi Antipeluru Tinjau Bencana Sumbar, Ini Katanya",0
"Kakorlantas Tegaskan Sirene Rotator Masih Dibekukan, Dapat Dukungan Masyarakat",0
KPK Panggil 2 Pihak Perusahaan Terkait Korupsi Rel KA Wilayah Medan,-1
Kerugian Negara dari Kasus Illegal Logging di Mentawai Capai Rp 447 Miliar,-1
Kenapa Remaja di Jerman Rentan Ideologi Ekstrem?,0
KPK Panggil Eks Sopir Bupati Terkait Kasus Proyek Jalan di Mempawah,0
"Remaja Tewas di Bogor Diduga Korban Penganiayaan, Pelaku Diburu Polisi",-1
Penampakan Dewi Astutik Buron Sabu Rp 5 T Ditangkap BNN di Kamboja,-1
Kementerian PU Percepat Perbaikan 14 Jembatan Rusak di Aceh,1
Satgas PKH Bakal Usut Gelondongan Kayu Hanyut-Menumpuk Saat Bencana Sumatera,-1
Video: Kakak Bacok Adik hingga Tewas di Mamuju gegara Warisan,-1
"Kondisi Memilukan di Agam, Butuh Alat Berat untuk Cari Korban Hilang",-1
Video Viral Emak-emak Korban Banjir Ngamuk ke Tim SAR,0
"ASDP Salurkan Bantuan Rp185 Juta untuk Sumatera, Pulihkan Harapan Warga",1
"RUU Penyesuaian Pidana, Ada Usul Hapus Pidana Minimum Khusus Pengguna Narkoba",0
China-Jepang Cekcok Lagi Terkait Pulau Sengketa,-1
Data BNPB Siang Ini: Korban Meninggal Bencana Sumatera Capai 659 Orang,-1
Komisi X DPR Minta Pemerintah Bangun Sekolah Darurat di Wilayah Terdampak Bencana,1
105 Keluarga Penghuni TPU Menteng Pulo 2 Dipindahkan ke Rusun Jagakarsa,1
"Flu Burung Mewabah, Apa Risikonya Bagi Manusia?",-1
"Polda Banten Gerebek Pengoplos LPG di Tangerang, 6 Orang Ditangkap",-1
Video: Ketua-Sekretaris KPU Pangkep Jadi Tersangka Korupsi Pilkada 2024,-1
Foto Udara Dampak Banjir Bandang di Padang Pariaman,0
BLT Kesra 2025 Cair Berapa Kali? Cek Infonya!,0
"Sukses Tekan Kesenjangan, Pemprov Banten Raih Penghargaan dari Kemendagri",1
Mensos Ungkap Bantuan Senilai Rp 25 M Disalurkan ke Korban Bencana Sumatera,1
"Muncul Sorotan Pidana Mati Kasus Narkotika, Wamenkum Beri Jawaban",-1
Walhi Tepis Bobby Nasution yang Sebut Banjir di Sumut karena Cuaca Ekstrem,0
BMKG Ungkap Potensi Hujan Deras di Jawa-Papua pada 28 Desember-10 Januari,-1
Dunia Hari Ini: Angka Kematian Akibat Serangkaian Bencana Asia Tembus 1.000 Jiwa,-1
Polda Riau Perluas Pencarian Personel yang Hilang Saat Longsor di Sumbar,-1
"Mensos-Mendiktisaintek Teken MoU, Bina Lulusan SR Lanjut ke Perguruan Tinggi",1
"Pemkab Badung Perketat Tata Kelola Akomodasi, Rumah Kos WNA Jadi Sorotan",0
Memanas! Rusia Rebut Kota Pusat Logistik Militer Ukraina,0
"5 Rumah di Nanggung Bogor Terbakar, Diduga gegara Korsleting",-1
Golkar Buka Suara Bupati di Aceh Bilang 'Presiden Seumur Hidup' ke Prabowo,0
Video: Menkes Imbau Sopir Bus Cek Kesehatan Jelang Libur Nataru 2025,1
"Kini Ditangkap BNN, Dewi Astutik Buron Sabu Rp 5 T Sering Berganti Penampilan",-1
BPJS Ketenagakerjaan Perkuat Tata Kelola Lewat Forum Risk Governance,0
Video Ridwan Kamil Tiba di KPK: Ini yang Saya Tunggu-tunggu,0
BMKG Imbau Waspada Potensi Banjir Rob di Pesisir Sumbar hingga 7 Desember,-1
"Pemkot Cilegon Kirim 1,9 Ton Beras-Kebutuhan Bayi untuk Korban Bencana Sumatera",1
Potret Ridwan Kamil Penuhi Panggilan KPK,0
"Tertib Lapor Akta Kematian, Warga Badung Bisa Dapat Insentif Rp 10 Juta",0
"Andre Rosiade Temui Maruarar, Sepakat Percepatan Rehabilitasi Bencana di Sumbar",1
Aiptu Ruslan Siapkan Tenda Gratis untuk Warga Palopo: Saya Ingin Bermanfaat,1
"Raja Charles Berduka Atas Banjir Asia Termasuk RI, Serukan Hal Ini!",0
Komisi IX DPR Desak Kemenkes Kirim Dokter-Obat Bantu Korban Bencana Sumatera,1
Pesan KPK ke Karutan Baru: Integritas Tak Boleh Dinegosiasikan,0
"Minimarket Yayasan Yatim Piatu di Bogor Dibobol Maling, Polisi Bergerak",-1
"Kontrakan di Jakbar Digerebek Polisi, Ternyata Jadi 'Bunker' Amunisi",-1
"Hakordia Tahun 2025: Sejarah, Tema hingga Logo Peringatan",0
Menhan Nigeria Mengundurkan Diri di Tengah Maraknya Penculikan Massal,-1
Aiptu Ruslan Ajak Warga Palopo Hidup Bersih Lewat Program Motor Sampah,1
FGD Badan Pengkajian MPR Mengulas Dinamika Pemerintahan Daerah dan Desa,0
"Hadir di KPK, RK Siap Beri Klarifikasi Terkait Dugaan Korupsi Rp 222 M",0
"Pramono: Jakarta Peringkat 30, Salah Kalau Dibilang Kota Terpadat di Dunia",0
Sidang Putusan Praperadilan Paulus Tannos Digelar Hari Ini,0
Pemberdayaan Warga Saat Mitigasi Bencana Bawa Tanjung Benoa Diakui Global,0
"Daftar Daerah Potensi Muncul Bibit Siklon di Akhir Tahun, BMKG Minta Waspada",-1
Jasa Marga Kebut Perbaikan Tol Medan-Kualanamu-Tebing Tinggi Imbas Banjir,1
Driver Ojol Ditemukan Tewas Diduga Bunuh Diri di Bogor,-1
Pramono Minta Peserta Reuni 212 Jaga Ketertiban: Jakarta Sudah Aman-Nyaman,1
"Viral Korban Banjir Ngamuk ke Tim SAR, Basarnas Buka Suara",-1
Menteri PPPA Sebut Pencegahan Korupsi Dimulai dari Peran Ayah di Rumah,0
Tips Antigagal dan Jaga Mental Health Saat Kuliah di Luar Negeri,0
Kemensos Raih Penghargaan Sutami Award 2025 Berkat Sekolah Rakyat,1
KPK Jawab Gugatan Praperadilan LP3HI dkk Terkait Korupsi Kuota Haji,0
Ridwan Kamil Tiba di KPK untuk Diperiksa Terkait Kasus Korupsi,0
Korupsi Proyek Banjir Picu Aksi Protes di Filipina,-1
Iran Tangkap 2 Warga Korsel Atas Dugaan Penyelundupan,0
Polda Metro Kirim 17 Ton Beras-Ribuan Selimut untuk Korban Bencana Sumatera,1
Wamensos Pastikan Bantuan Logistik Tersalurkan ke Kutacane Aceh Tenggara,1
"Ditangkap BNN-Interpol di Kamboja, Ini Sosok Dewi Astutik Buron Sabu Rp 5 T",-1
"Video KPK Panggil RK Terkait Kasus Korupsi BJB, Kuasa Hukum Pastikan Hadir",-1
Asia Tenggara Waspadai Penambangan Kripto,0
"Polda Metro Jamin Kawal Reuni 212 di Monas, Anggota Tak Dibekali Senpi",0
"Honduras Gelar Pemilu, Pendukung Rixi Moncada Meriahkan TPS",0
Tambahan 1.700 Ton Beras Dikirim untuk Bantu Korban Bencana di Aceh,1
"Unit Humas Reaksi Cepat, Strategi Manajemen Krisis di Era Digital",0
Update BNPB: Korban Meninggal Bencana Sumatera Bertambah Jadi 631 Orang,-1
Amel dan Lia Antusias Coba Layanan Campus Immigration Point Undip di Semarang,0
Andre Rosiade Dukung Gubernur Sumbar Berantas Pembalakan dan Tambang Liar,1
Mendagri Minta Pemda Gandeng Kadin untuk Genjot Ekonomi Daerah,0
KRL Sempat Gangguan di Stasiun Bekasi-Tambun Pagi Ini,-1
BNN dan Interpol Tangkap Buron Sabu Rp 5 T Dewi Astutik,-1
"Geram Diancam AS, Presiden Venezuela Ogah Damai Kalau Jadi Budak",0
Video: Penampakan Kondisi Banjir-Longsor di Aceh dari Satelit,-1
Momen Ikan Hiu Dapat Hadiah Natal Lebih Awal dari Sinterklas di Akuarium Malta,0
Video: BMKG Sebut Hujan Bulanan Turun dalam Sehari di Sumatera,0
Pekerja di Bogor Tewas Tersambar Petir Saat Perbaiki Gerbang Perumahan,-1
"Distribusi Logistik Jadi Prioritas, Bima Arya: Pastikan ke Keluarga Terdampak",1
17 Lokasi Kantong Parkir di Sekitaran Monas Saat Acara Reuni 212,0
