News_Data,1st Annotator,2nd Annotator,3rd Annotator,Voting Result,Final Take,Labelling
"Masjid AlÂ AqsaÂ yang terletak di Yerusalem, Palestina, kini terancam roboh menyusul penggalian dan pembangunan bawah tanah yang telah lama dilakukanÂ Israel. Israel tercatat telah melakukan rekonstruksi bawah tanah di bawah Al Aqsa terhitung sejak 1967 dengan alasan penggalianÂ benda bersejarah dan kepentingan ilmiah.   ADVERTISEMENT   SCROLL TO CONTINUE WITH CONTENT  Namun, belakangan, aktivitas galian Israel di bawah Masjid AlAqsaÂ kian mengkhawatirkan.Â  ""Ini merupakan bagian dari rencana untu",Negative,Negative,Neutral,Negative,Negative,-1
"Kaukus Indonesia untuk Kebebasan Akademik (KIKA) menolak usulan Presiden ke-2 Indonesia, Soeharto, sebagai pahlawan nasional. Menurut KIKA, masuknya Soeharto dari 40 nama yang diusulkan Kementerian Sosial kepada Dewan Gelar, Tanda Jasa, dan Tanda Kehormatan (GTK) untuk dijadikan pahlawan nasional merupakan pengkhianatan atas semangat reformasi.   ADVERTISEMENT   SCROLL TO CONTINUE WITH CONTENT  ""Kaukus Indonesia untuk Kebebasan Akademik (KIKA) menyatakan penolakan tegas terhadap wacana pembe",Negative,Neutral,Negative,Negative,Negative,-1
"Persebaya SurabayaÂ akan menjamuÂ Persis Solo dalam lanjutanÂ Super League 2025/2026. Berikut jadwal siaran langsung laga tersebut. Pertandingan ini akan berlangsung di Stadion Gelora Bung Tomo pada Minggu (2/11). Bagi Persebaya ini sarana untuk kembali merangkak ke papan atas klasemen sementara. Saat ini, dari delapan pertandingan, Bajol Ijo meraih tiga kemenangan, dua imbang, dan tiga kekalahan. Hal ini membuat tim asuhan Eduardo Perez ini bertengger di peringkat ke-11 dengan 11 poin.  ADVERTISE",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Transmart Full Day SaleÂ kembali digelar hari ini, Minggu (2/11) dengan diskon gede-gedean selama seharian penuh. Yuk, siap-siap belanja hari ini, dan serbu gerainya mumpung pesta diskon akhir pekan Transmart datang lagi.  Transmart kasih diskon hingga 50 persen + 20 persen yang berlaku dari jam toko buka sampai tutup pukul 22.00 waktu setempat di seluruh gerai se-Indonesia.  ADVERTISEMENT   SCROLL TO CONTINUE WITH CONTENT  Diskon hingga 50 persen berlaku untuk berbagai kategori produk unggul",Neutral,Positive,Positive,Positive,Positive,1
"Sejumlah keputusan diambil di Kongres Ketiga Projo, atau Pro Jokowi. Selain tidak akan bertransformasi menjadi partai politik, Projo berkomitmen mendukung partai maupun agenda politik yang dipimpin Presiden Prabowo Subianto.",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Olahraga seringan apa pun pasti tetap menguras energi. Maka, tak heran banyak orang yang butuh makan sebelum olahraga agar tidak pusing dan lemas. Penting untuk memilih makanan yang tepat untuk menghindari perut terasa tidak nyaman saat bergerak. Menurut Real Simple, idealnya makan dilakukan sekitar 30 menit sebelum olahraga, supaya tubuh punya waktu untuk mencerna makanan dan mengisi energi yang dibutuhkan. Namun, makanan apa saja yang tepat untuk dikonsumsi?  ADVERTISEMENT   SCROLL TO CONTI",Neutral,Positive,Neutral,Neutral,Neutral,0
"Drama KoreaÂ beragam genre akan tayang November 2025, salah satunya adalah Last Summer yang mengusung kisah cinta Lee Jae-wook bersama Choi Sung-eun. Pencinta drama romantis juga bisa menyaksikan Dynamite Kiss yang dibintangi Jang Ki-yong bersama Ahn Eun-jin dengan mengambil latar kisah cinta di kantor.   ADVERTISEMENT   SCROLL TO CONTINUE WITH CONTENT  Sementara itu, penggemar thriller dan misteri bisa menyaksikan The Manipulated yang menjadi drama terbaru dari Doh Kyung-soo EXO. Ia beradu a",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Berita tentang Megawati Hangestri PertiwiÂ yang berpisah dengan Manisa BBSK dan pembalap Veda Ega PratamaÂ yang akan tampil di Moto3 2026 jadi artikel yang banyak dibaca dalam sepekan terakhir. Perpisahan Megawati Hangestri Pertiwi dengan Manisa BBSK jadi salah satu kejutan dalam dunia olahraga Indonesia pada pekan ini. Meski begitu, kabar gembira juga diberikan pembalap muda Veda Ega Pratama yang resmi akan tampil dalam Moto3 pada musim depan bersama Honda Team Asia.  ADVERTISEMENT   SCROLL TO",Neutral,Neutral,Neutral,Neutral,Neutral,0
"RaksasaÂ investasi global Morgan Stanley memperkirakan harga emas bisa mencapai US$4.500 per-ounce atau 28,349 gram (sekitar Rp73 juta, kurs Rp16.200 per dolar AS) pada pertengahan 2026. Proyeksi ini didorong olehÂ peningkatan permintaan fisik dari bank sentral dan dana investasi berbasis emas (exchange-traded funds/ETF) di tengah ketidakpastian ekonomi global. ""Pergerakan harga emas belakangan ini memang sudah masuk zona overbought berdasarkan indikator Relative Strength Index (RSI), tetapi korek",Neutral,Positive,Positive,Positive,Positive,1
"PelatihÂ Timnas Futsal Indonesia Hector Sauto sedih usai timnya menang 3-1 atas Australia pada pertandingan uji coba. Timnas Futsal Indonesia menaklukkan Australia dalam laga uji coba di Indonesia Arena, Senayan, Jakarta dengan skor 3-1, Sabtu (1/11) malam. Usai pertandingan, pelatih Timnas Futsal Indonesia Hector Sauto justru mengungkapkan beberapa kesedihannya.  ADVERTISEMENT   SCROLL TO CONTINUE WITH CONTENT   ""Pertama-tama, kemenangan ini saya persembahkan untuk Saifullah, yang beberapa h",Neutral,Neutral,Positive,Neutral,Neutral,0
"Liverpool sukses kembali ke jalur kemenangan setelah menundukkan Aston Villa dengan skor 2-0 dalam lanjutanÂ Liga Inggris atau Premier League 2025/2026. Bermain di Stadion Anfield, Minggu (2/11) dini hari WIB, LiverpoolÂ tampil dominan dan mampu mengamankan tiga poin penting di hadapan pendukungnya sendiri. Sejak awal laga, Liverpool langsung mengambil inisiatif serangan dan menguasai jalannya permainan. Namun rapatnya lini pertahanan Aston Villa membuat The Reds kesulitan menciptakan peluang berb",Positive,Positive,Positive,Positive,Positive,1
"Real Madrid menunjukkan dominasinya diÂ Liga Spanyol musim 2025/2026 dengan kemenangan telak 4-0 atas Valencia dalam laga yang digelar di Stadion Santiago Bernabeu, Sabtu (1/11/) malam waktu setempat atau Minggu (2/11) dini hari WIB. Bintang utama dalam pertandingan ini adalah Kylian Mbappe, yang mencetak dua gol di babak pertama untuk membawa Los Blancos unggul dan tampil lebih nyaman. Madrid membuka keunggulan pada menit ke-19 lewat eksekusi penalti Mbappe yang sukses menipu penjaga gawang lawa",Positive,Positive,Positive,Positive,Positive,1
"CEO Microsoft Mustafa Suleyman menyatakan pihaknya tengahÂ merancangÂ kecerdasan buatan (AI) yang ramah anak. ""Kami sedang mengembangkan kecerdasan buatan (AI) yang memiliki kecerdasan emosional, ramah, dan punya sifat mendukung, tetapi pada dasarnya dapat dipercaya,"" kata Suleyman, dilansir CNN. ""Saya ingin menciptakan AI yang dapat Anda percayai untuk digunakan oleh anak-anak Anda, dan itu berarti AI tersebut harus memiliki batasan yang jelas dan aman,"" tambahnya lagi.  ADVERTISEMENT   SCROLL",Positive,Positive,Neutral,Positive,Positive,1
"Kiper naturalisasiÂ Timnas Indonesia Emil Audero marah-marah karena pertahanan Cremonese yang rapuh saat dikalahkan Juventus 1-2 dalam pertandingan Liga Italia Serie A 2025/2026 di Stadion Giovanni Zini, Minggu (2/11). Emil Audero tampil sebagai starter dan bermain penuh untuk mengawal gawang Cremonese melawan Juventus. Kiper asal Lombok itu menunjukkan perjuangan yang luar biasa dengan berhasil memblok sejumlah peluang Juventus. Namun, Emil Audero sudah dibuat marah-marah di menit-menit awal per",Neutral,Negative,Negative,Negative,Negative,-1
"Ganda putri Indonesia, Aldila Sutjiadi/Janice Tjen, sukses melangkah ke finalÂ Chennai Open 2025 setelah meraih kemenangan dramatis atas wakil tuan rumah, Riya Bhatia/Rutuja Bhosale, pada babak semifinal yang digelar di SDAT Tennis Stadium, Nungambakkam, Minggu (2/11) dini hari WIB. Aldila/Janice harus berjuang keras sejak awal laga. Mereka sempat tertinggal di gim pertama dengan skor 0-1, 1-3, hingga 2-5. Namun. Aldila/Janice mampu menyamakan kedudukan menjadi 5-5. Sayangnya, pasangan Indonesia",Positive,Positive,Positive,Positive,Positive,1
"Jutaan warga AmerikaÂ Serikat yang terbiasa menonton saluran Disney di YouTubeÂ TV kini harus gigit jari setelah kedua perusahaan gagal menyepakati perjanjian baru. Mereka tak bisa menyaksikan berbagai tayangan mulai dari hiburan hingga pertandingan NBA, NFL, hingga NHL. Pasalnya di tengah kebuntuan negosiasi, Disney per-Kamis (30/10)Â sudah menyetop saluran miliknya seperti ABC,Â ESPN, FX, Nat Geo dan Disney Channel dari platform streaming milik Google tersebut.Â   ADVERTISEMENT   SCROLL TO CONTI",Neutral,Negative,Negative,Negative,Negative,-1
"Jakarta, CNBC IndonesiaÂ â€” Peristiwa mengerikan terjadi di Inggris dengan serangkaian penikaman di sebuah kereta api. Dua orang pelaku juga telah diringkus oleh pihak kepolisian. Kepolisian berhasil menangkap dua orang pelaku setelah beberapa orang korban dibawa ke rumah sakit. Penikaman terjadi di sebuah kereta api di dekat Cambridge di Inggris timur pada hari akhir pekan, Sabtu 1 November 2025. Perdana Menteri Keir Starmer pun menyebut insiden ini sebagai insiden yang mengerikan. Polisi Inggris",Negative,Negative,Neutral,Negative,Negative,-1
"Jakarta, CNBC IndonesiaÂ â€” Kepribadian Psikopat dianggap sebagai pribadi yang kejam. Peneliti dari University of Innsbruck, Austria mengungkapkan, ciri-ciri individu dengan Antisocial Personality Disorder (ASPD) atau yang kerap disebut sebagai psikopat (bukan istilah ilmiah), ternyata bisa dikenali dari jenis makanan favoritnya. Dalam meneliti kepribadian psikopat, peneliti menemukan bahwa sebanyak 935 orang ditanya tentang keberpihakan mereka terhadap makanan dan minuman manis, asam, asin, dan p",Negative,Negative,Neutral,Negative,Negative,-1
"Jakarta, CNBC Indonesia â€”Â Saat musim badai Atlantik mencapai puncaknya, Amerika Serikat selalu berada dalam kewaspadaan tinggi terhadap ancaman badai dahsyat (hurricane). Bencana alam ini tidak hanya membawa angin yang merusak dan banjir bandang, tetapi juga menyebabkan kerugian ekonomi hingga puluhan miliar dolar dan mengancam nyawa. Namun, dari ratusan badai yang tercatat dalam sejarah, mana yang benar-benar paling kuat? Mengacu pada data dari National Oceanic and Atmospheric Administration (N",Negative,Negative,Neutral,Negative,Negative,-1
"Jakarta, CNBC Indonesia -Â Presiden Korea Selatan Lee Jae Myung menyampaikan harapannya agar kerja sama militer antara Korea Selatan dan Indonesia terus berlanjut. Pesan itu disampaikan langsung kepada Presiden Prabowo Subianto saat pertemuan bilateral di sela-sela Forum APEC di Gyeongju, Korea Selatan, Sabtu, 1 November. Selengkapnya saksikan di CNBCÂ Indonesia.",Positive,Positive,Neutral,Positive,Positive,1
"Relawan terus menggali lumpur dan puing-puing di wilayah selatan Haiti pada Jumat (31/10/2025), mencari korban yang hilang setelah hujan deras akibat Badai Melissa menewaskan sedikitnya 31 orang dan membuat 20 lainnya masih belum ditemukan.Â (REUTERS/Egeder Pq Fildor) Kota Petit Goave menjadi daerah yang paling parah terdampak, dengan sedikitnya 23 korban jiwa, termasuk 10 anak-anak, setelah sungai di wilayah itu meluap dan menerjang permukiman. Tim penyelamat masih berupaya menemukan jenazah kor",Neutral,Negative,Neutral,Neutral,Neutral,0
"Jakarta, CNBC Indonesia - Memiliki aset properti seperti tanah ternyata bukan lah hal yang mudah dalam menjaganya. Meski harga tanah naik setiap tahunnya, si pemilik harus merawat dan menjaganya agar tidak jadi sasaran pihak tidak bertanggung jawab seperti mafia tanah. Mengutip Detik.com, pengacara properti Muhammad Rizal Siregar pernah menjelaskan aset tanah memiliki risiko kehadiran mafia tanah yang dapat menguasai hak orang dengan upaya hukum luar biasa. Mereka memalsukan banyak hal sampai bi",Neutral,Negative,Neutral,Neutral,Neutral,0
"Jakarta, CNBC Indonesia â€”Â Harga perak harus berakhir di zona merah pada akhir pekan ini, akan tetapi dalam sepekan harga perak masih mencatatkan kenaikan dalam sepekan. Harga perak turun pada perdagangan Jumat akibat ketidakpastian pemangkasan suku bunga bank sentral Amerika Serikat (AS) The Federal Reserve (The Fed). Pada perdagangan Jumat (31/10/2025), harga perak di pasar spot (XAG) melemah 0,52% di level US$48,65 per troy ons. Namun, dalam sepekan ini, harga perak masih mencatatkan kenaikan",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Jakarta, CNBC IndonesiaÂ â€” Awal bulan telah tiba, belanja bulanan di akhir pekan menjadi kegiatan menyenangkan dan praktis untuk memenuhi kebutuhan rumah tangga. Terlebih, dengan adanya penawaran spesial atau diskon. Beruntung, saat ini Transmart kembali menggelar Transmart Full Day Sale. Diskon besar-besaran hingga 50%+20% ini hadir pada hari ini Minggu, 2 November 2025. Untuk diketahui, promo berlangsung mulai dari toko buka hingga tutup pukul 22.00 di seluruh Transmart di Indonesia. Gebyar dis",Neutral,Positive,Positive,Positive,Positive,1
"Jakarta, CNBC Indonesia â€”Â Perjalanan Indeks Harga Saham Gabungan (IHSG) pada bulan Oktober 2025 masih mencatatkan penguatan. Kenaikan IHSG pada bulan tersebut memperpanjang penguatan IHSG selama empat bulan beruntun dari Juli hingga Oktober 2025. Sayangnya IHSG bisa berpotensi melemah pada bulan November jika melihatÂ rekam jejak yang mirip pada pergerakan tahun 2017 dan 2021. Pada tahun 2017 dan 2021, IHSG mencatatkan kenaikan yang sama dengan tahun 2025 yakni dari Juli ke Oktober. Namun pada pe",Neutral,Positive,Neutral,Neutral,Neutral,0
"Jakarta, CNBC IndonesiaÂ â€” Indonesia kaya sumber daya alam termasuk satwa-satwa langka yang dilindungi. Namun, peneliti asing menyebut kawasan habitat orang utan Tapanuli (Pongo tapanuliensis) di Sumatra Utara terus menyusut. Akibatnya, spesies kera besar asli Sumatra tersebut makin terancam punah. Mengutip IFL Science, Minggu (2/10/2025), saat ini hanya ada sekitar 800 orang utan Tapanuli yang masih hidup berkeliaran di kawasan kecil di Batang Toru. Mereka juga harus beradaptasi karena habitatny",Negative,Negative,Negative,Negative,Negative,-1
"Jakarta, CNBCÂ Indonesia â€” Sekretaris Jenderal PDI Perjuangan (PDIP) Hasto Kristiyanto mengungkapkan bahwa Ketua Umum PDIP sekaligus Presiden ke-5 RI, Megawati Soekarnoputri, sejak awal sempat mempertanyakan urgensi pembangunan Kereta Cepat Jakarta-Bandung atau Whoosh. Hasto menyebut Megawati lebih menekankan pentingnya proyek yang langsung menyentuh kebutuhan rakyat, seperti pendidikan, irigasi, dan penyediaan pupuk bagi petani. ""Ya kalau kita lihat, kemarin kami laporkan kepada Ibu Megawati Soe",Neutral,Neutral,Negative,Neutral,Neutral,0
"Jakarta, CNBC IndonesiaÂ â€”Â Mobil mewah pejabat di Indonesia kerap menjadi sorotan masyarakat. Hal ini mengingatkan pada teladan lama dari Menteri Keuangan era Orde Baru, Mar'ie Muhammad. Sejarah mencatat, sosok yang dijuluki Mr. Clean itu secara sukarela memilih menggunakan mobil pribadi yang sudah tua ketimbang mobil dinas pemerintah. Bahkan, keputusan itu pernah membuatnya tidak bisa masuk Istana Negara karena dikira bukan pejabat. Bagaimana ceritanya? Cerita tersebut terjadi pada 1996. Saat it",Neutral,Negative,Negative,Negative,Negative,-1
"Jakarta, CNBC Indonesia â€”Â Perjalanan Indeks Harga Saham Gabungan (IHSG) pada bulan Oktober 2025 masih mencatatkan penguatan. Kenaikan IHSG pada bulan tersebut memperpanjang penguatan IHSG selama empat bulan beruntun dari Juli hingga Oktober 2025. Sayangnya IHSG bisa berpotensi melemah pada bulan November jika melihatÂ rekam jejak yang mirip pada pergerakan tahun 2017 dan 2021. Pada tahun 2017 dan 2021, IHSG mencatatkan kenaikan yang sama dengan tahun 2025 yakni dari Juli ke Oktober. Namun pada pe",Neutral,Positive,Neutral,Neutral,Neutral,0
"Jakarta, CNBC Indonesia - Bank investasi global Morgan Stanley memperkirakan harga emas bisa mencapai US$4.500 per ounce (sekitar Rp73 juta, kurs Rp16.200 per dolar AS) pada pertengahan 2026. Proyeksi ini didorong oleh meningkatnya permintaan fisik dari bank sentral dan dana investasi berbasis emas (exchange-traded funds/ETF) di tengah ketidakpastian ekonomi global. ""Pergerakan harga emas belakangan ini memang sudah masuk zona overbought berdasarkan indikator Relative Strength Index (RSI), tetap",Neutral,Positive,Neutral,Neutral,Neutral,0
"Jakarta, CNBC Indonesia - Penerbangan maskapai JetBlue Airways mengalami insiden setelah pesawatnya mendadak kehilangan ketinggian sekitar 100 kaki atau 30 meter. Kejadian itu terjadi hanya dalam waktu tujuh detik, yang membuat 15 orang harus dilarikan ke rumah sakit. Menurut laporan CNN International, peristiwa itu memaksa pilot melakukan pendaratan darurat di Bandara Internasional Tampa, Florida, Amerika Serikat.   Penerbangan dengan nomor 1230 itu sedang beranjak dari Cancun Meksiko menuju ke",Negative,Negative,Neutral,Negative,Negative,-1
"Jakarta, CNBC Indonesia â€”Â Perjalanan Indeks Harga Saham Gabungan (IHSG) pada bulan Oktober 2025 masih mencatatkan penguatan. Kenaikan IHSG pada bulan tersebut memperpanjang penguatan IHSG selama empat bulan beruntun dari Juli hingga Oktober 2025. Sayangnya IHSG bisa berpotensi melemah pada bulan November jika melihatÂ rekam jejak yang mirip pada pergerakan tahun 2017 dan 2021. Pada tahun 2017 dan 2021, IHSG mencatatkan kenaikan yang sama dengan tahun 2025 yakni dari Juli ke Oktober. Namun pada pe",Neutral,Positive,Neutral,Neutral,Neutral,0
"Jakarta, CNBC IndonesiaÂ â€” Indonesia kaya sumber daya alam termasuk satwa-satwa langka yang dilindungi. Namun, peneliti asing menyebut kawasan habitat orang utan Tapanuli (Pongo tapanuliensis) di Sumatra Utara terus menyusut. Akibatnya, spesies kera besar asli Sumatra tersebut makin terancam punah. Mengutip IFL Science, Minggu (2/10/2025), saat ini hanya ada sekitar 800 orang utan Tapanuli yang masih hidup berkeliaran di kawasan kecil di Batang Toru. Mereka juga harus beradaptasi karena habitatny",Negative,Negative,Neutral,Negative,Negative,-1
"Jakarta, CNBC IndonesiaÂ â€”Â Mobil mewah pejabat di Indonesia kerap menjadi sorotan masyarakat. Hal ini mengingatkan pada teladan lama dari Menteri Keuangan era Orde Baru, Mar'ie Muhammad. Sejarah mencatat, sosok yang dijuluki Mr. Clean itu secara sukarela memilih menggunakan mobil pribadi yang sudah tua ketimbang mobil dinas pemerintah. Bahkan, keputusan itu pernah membuatnya tidak bisa masuk Istana Negara karena dikira bukan pejabat. Bagaimana ceritanya? Cerita tersebut terjadi pada 1996. Saat it",Neutral,Positive,Negative,TIED,Neutral,0
"Jakarta, CNBC Indonesia - Telkomsel dan OpenAI resmi meluncurkan Paket Promo Bundling Telkomsel x ChatGPT Go di Indonesia yang pertama di Asia Tenggara. Pelanggan bisa mendapatkan paket data khusus akses aplikasi ChatGPT dan akses langganan ChatGPT Go mulai Rp 50.000 Melalui paket ini, pelanggan dapat memastikan pengalaman AI inklusif dan mudah diakses dengan jaringan terdepan dan terluas Telkomsel. ChatGPT Go memberi akses lebih luas ke fitur favorit ChatGPT. Termasuk batas pesan dengan GPT-5 h",Neutral,Positive,Positive,Positive,Positive,1
"Jakarta, CNBC Indonesia â€” Sepanjang tahun ini jumlah bank bangkrut di Indonesia kembali bertambah. Terbaru, Otoritas Jasa Keuangan (OJK) menutupÂ PT Bank Perekonomian Rakyat Artha Kramat yang beralamat di Jalan Raya Munjungagung Nomor 28, Kabupaten Tegal, Provinsi Jawa Tengah. Pencabutan itu dilakukan atas permintaan pemegang saham (self liquidation) dengan alasan agar lebih fokus terhadap pengembangan PT Bank Perekonomian Rakyat Bumi Sediaguna yang masih dalam satu grup kepemilikan yang sama. Pe",Neutral,Negative,Negative,Negative,Negative,-1
"Jakarta, CNBC IndonesiaÂ â€”Â Harapan hidup manusia berkisar 70 tahun hingga 80 tahun. Di Indonesia sendiri, laporan Badan Pusat Statistik (BPS) tahun 2024 mencatat ratar-rata usia harapan hidup penduduk tanah air mencapai 72,39 tahun. Namun ada beberapa orang yang bisa hidup lebih dari seratus tahun. Salah satunya adalah Jeanne Calment yang menjadi wanita tertua di dunia. Mengutip laman Visual Capitalist, dia lahir pada 21 Februari 1875 dan meninggal pada 1997, membuatnya berusia 122 tahun 164 hari",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Jakarta, CNBC IndonesiaÂ â€” Di tengah maraknya investasi besar-besaran pada kecerdasan buatan (AI), bisnis periklanan digital raksasa teknologi dunia justru semakin menggeliat. Mengutip CNBC.com, Minggu (2/10/2025), Meta, Amazon, Alphabet (Google), dan Microsoft kompak mencatat lonjakan pendapatan dari sektor iklan online pada laporan keuangan kuartal terbaru mereka. Laporan pendapatan kuartal III/2025 menunjukkan bisnis iklan digital tetap tumbuh kuat, meski ekonomi global sempat diliputi ketidak",Positive,Positive,Negative,Positive,Positive,1
"Jakarta, CNBCÂ Indonesia â€” Sekretaris Jenderal PDI Perjuangan (PDIP) Hasto Kristiyanto mengungkapkan bahwa Ketua Umum PDIP sekaligus Presiden ke-5 RI, Megawati Soekarnoputri, sejak awal sempat mempertanyakan urgensi pembangunan Kereta Cepat Jakarta-Bandung atau Whoosh. Hasto menyebut Megawati lebih menekankan pentingnya proyek yang langsung menyentuh kebutuhan rakyat, seperti pendidikan, irigasi, dan penyediaan pupuk bagi petani. ""Ya kalau kita lihat, kemarin kami laporkan kepada Ibu Megawati Soe",Neutral,Neutral,Negative,Neutral,Neutral,0
"Jakarta, CNBC IndonesiaÂ â€” Sebuah laporan baru mengungkapkan bahwa keterampilan utama untuk pasar kerja tahun 2030 tidak memerlukan gelar sarjana tradisional. Sebaliknya, para pencari kerja dapat meningkatkan upah mereka dengan menguasai keterampilan seperti berpikir kreatif, AI, dan kesadaran diri. Mengutip CNBC Make It, data dari Laporan Masa Depan Pekerjaan Forum Ekonomi Dunia dan Indeks Nilai Kredensial Burning Glass Institute, yakni platform pembuat resume AI Resume Now, mengidentifikasi ket",Neutral,Positive,Neutral,Neutral,Neutral,0
"Jakarta, CNBC IndonesiaÂ â€” Dunia gaming bersiap memasuki babak baru. Kecerdasan buatan (artificial intelligence/AI) diyakini akan mengubah total cara gim dibuat, dimainkan, hingga dipasarkan. Keyakinan ini datang dari Min-Liang Tan, CEO sekaligus pendiri perusahaan teknologi gim asal Singapura, Razer. ""Bagi kami di Razer, kami melihat bahwa kecerdasan buatan (AI) akan benar-benar mengubah segalanya, atau sepenuhnya mengguncang dunia gim,"" ujar Tan dalam wawancara dengan CNBC International di sela",Neutral,Positive,Positive,Positive,Positive,1
"Jakarta, CNBCÂ Indonesia â€” Sekretaris Jenderal PDI Perjuangan (PDIP) Hasto Kristiyanto mengungkapkan bahwa Ketua Umum PDIP sekaligus Presiden ke-5 RI, Megawati Soekarnoputri, sejak awal sempat mempertanyakan urgensi pembangunan Kereta Cepat Jakarta-Bandung atau Whoosh. Hasto menyebut Megawati lebih menekankan pentingnya proyek yang langsung menyentuh kebutuhan rakyat, seperti pendidikan, irigasi, dan penyediaan pupuk bagi petani. ""Ya kalau kita lihat, kemarin kami laporkan kepada Ibu Megawati Soe",Neutral,Neutral,Negative,Neutral,Neutral,0
"Jakarta, CNBC IndonesiaÂ â€”Â Mobil mewah pejabat di Indonesia kerap menjadi sorotan masyarakat. Hal ini mengingatkan pada teladan lama dari Menteri Keuangan era Orde Baru, Mar'ie Muhammad. Sejarah mencatat, sosok yang dijuluki Mr. Clean itu secara sukarela memilih menggunakan mobil pribadi yang sudah tua ketimbang mobil dinas pemerintah. Bahkan, keputusan itu pernah membuatnya tidak bisa masuk Istana Negara karena dikira bukan pejabat. Bagaimana ceritanya? Cerita tersebut terjadi pada 1996. Saat it",Neutral,Positive,Negative,TIED,Neutral,0
"Jakarta, CNBC Indonesia â€”Â Perjalanan Indeks Harga Saham Gabungan (IHSG) pada bulan Oktober 2025 masih mencatatkan penguatan. Kenaikan IHSG pada bulan tersebut memperpanjang penguatan IHSG selama empat bulan beruntun dari Juli hingga Oktober 2025. Sayangnya IHSG bisa berpotensi melemah pada bulan November jika melihatÂ rekam jejak yang mirip pada pergerakan tahun 2017 dan 2021. Pada tahun 2017 dan 2021, IHSG mencatatkan kenaikan yang sama dengan tahun 2025 yakni dari Juli ke Oktober. Namun pada pe",Neutral,Positive,Neutral,Neutral,Neutral,0
"Jakarta, CNBC Indonesia - Bank investasi global Morgan Stanley memperkirakan harga emas bisa mencapai US$4.500 per ounce (sekitar Rp73 juta, kurs Rp16.200 per dolar AS) pada pertengahan 2026. Proyeksi ini didorong oleh meningkatnya permintaan fisik dari bank sentral dan dana investasi berbasis emas (exchange-traded funds/ETF) di tengah ketidakpastian ekonomi global. ""Pergerakan harga emas belakangan ini memang sudah masuk zona overbought berdasarkan indikator Relative Strength Index (RSI), tetap",Neutral,Positive,Neutral,Neutral,Neutral,0
"Jakarta, CNBC Indonesia - Penerbangan maskapai JetBlue Airways mengalami insiden setelah pesawatnya mendadak kehilangan ketinggian sekitar 100 kaki atau 30 meter. Kejadian itu terjadi hanya dalam waktu tujuh detik, yang membuat 15 orang harus dilarikan ke rumah sakit. Menurut laporan CNN International, peristiwa itu memaksa pilot melakukan pendaratan darurat di Bandara Internasional Tampa, Florida, Amerika Serikat.   Penerbangan dengan nomor 1230 itu sedang beranjak dari Cancun Meksiko menuju ke",Negative,Negative,Neutral,Negative,Negative,-1
"Jakarta, CNBC IndonesiaÂ â€” Buah-buahan telah lama menjadi bagian penting dari budaya dan pola makan masyarakat Jepang. Hal itu juga diyakini oleh seorang ahli gizi asal Nara, Jepang, Michiko TomiokaÂ yang tumbuh di tengah perkebunan buah dan kini membagikan lima jenis buah yang menurutnya paling penting untuk menjaga kesehatan dan umur panjang. ""Buah adalah salah satu alat paling ampuh untuk mendukung kesehatan dan umur panjang, selain rasanya luar biasa,"" ujarnya, dikutip dari CNBC.com, Minggu (2",Positive,Positive,Neutral,Positive,Positive,1
"Jakarta, CNBC IndonesiaÂ â€” Konglomerasi investasi Berkshire Hathaway Inc. mencatat posisi kas tertinggi sepanjang sejarah, mencapai US$381,7 miliar (sekitar Rp6.240 triliun) pada kuartal III-2025. Angka ini menandakan sikap hati-hati perusahaan menjelang berakhirnya masa jabatan Warren Buffett sebagai CEO. Mengutip Reuters, Minggu (1/10/2025), dalam laporan keuangan terakhir sebelum transisi kepemimpinan, Berkshire melaporkan laba operasi naik 34% menjadi US$13,49 miliar, melampaui perkiraan anal",Positive,Neutral,Neutral,Neutral,Neutral,0
"Jakarta, CNBC Indonesia - Ketua Umum PDI Perjuangan (PDIP) sekaligus Presiden ke-5 Republik Indonesia, Megawati Soekarnoputri, mengungkapkan hubungannya dengan Presiden Prabowo Subianto yang disebutnya akrab. Pernyataan tersebut disampaikan Megawati saat menjadi pembicara kunci (keynote speaker) dalam seminar internasional memperingati 70 tahun Konferensi Asia Afrika (KAA) di Perpustakaan Bung Karno, Blitar, Jawa Timur, dikutip Detik.com,Â Minggu (2/11/2025). ""Eh jangan dipikir loh, Mas, nanti ja",Positive,Neutral,Negative,TIED,Neutral,0
"Jakarta, CNBC Indonesia - PT Pertamina (Persero) mengajak beberapa komunitas otomotif untuk berbagi pendapat, dan bertukar ide peningkatan layanan, pada acara Ngobrol Santai Bareng Komunitas Otomotif yang digelar di Enduro Fastron Lounge, Oil Center Building, Jakarta, pada Jumat (31/10). Kegiatan ini menjadi ajang diskusi terbuka antara Pertamina dan beberapa komunitas otomotif untuk mempererat hubungan, sekaligus membahas berbagai isu yang kerap beredar di media sosial terkait BBM dan pelayanan",Neutral,Positive,Positive,Positive,Positive,1
